"observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"1",528,30,-9.10000000000002,778,490,4219531,2,"c","centre"
"1",528,-193.6,-8.79999999999995,228,1308,4219799,3,"d4","distracter"
"1",528,-187.7,-104.3,398,1560,4220221,4,"5","target"
"1",529,31.7,6.70000000000005,1214,0,4224815,1,"c","centre"
"1",529,161.1,-155.4,140,1252,4224993,2,"1","blank"
"1",529,24.3,206.8,540,1454,4225595,3,"3","target"
"1",530,36.6,-10.2,246,0,4228743,1,"c","centre"
"1",530,32.5,3.89999999999998,750,504,4229751,2,"c","centre"
"1",530,38.8,-237.4,630,1302,4230429,3,"6","target"
"1",531,41.1,19.4,278,0,4234031,1,"c","centre"
"1",531,34.3,9.89999999999998,518,506,4234777,2,"c","centre"
"1",531,113.3,-188.8,192,1062,4235007,3,"d6","distracter"
"1",531,45.3,-235.7,234,1274,4235261,4,"6","target"
"1",532,41,-6.10000000000002,88,0,4238645,1,"c","centre"
"1",532,41.1,-7,944,330,4239831,2,"c","centre"
"1",532,-143.1,59,138,1310,4240005,3,"0","blank"
"1",532,-176.7,94.2,342,1462,4240361,4,"4","target"
"1",533,31.9,-6.89999999999998,1272,0,4244921,1,"c","centre"
"1",533,-179,88.7,702,1308,4245659,2,"4","target"
"1",534,30.7,6,1316,0,4249711,1,"c","centre"
"1",534,42.6,-211,156,1354,4249905,2,"6","target"
"1",534,36.9,-259.3,492,1526,4250413,3,"6","target"
"1",535,24.7,-24.3,56,0,4253139,1,"c","centre"
"1",535,32.8,-3.79999999999995,1004,262,4254349,2,"c","centre"
"1",535,236,-109.1,464,1300,4254847,3,"1","target"
"1",536,26.4,-11.9,130,0,4258263,1,"c","centre"
"1",536,30.5,-5.29999999999995,942,386,4259461,2,"c","centre"
"1",536,71.2,169.3,286,1360,4259779,3,"d2","centre"
"1",536,126.7,177.3,162,1660,4259955,4,"d2","centre"
"1",536,28.4,222.8,240,1842,4260215,5,"3","centre"
"1",536,198.3,-11.5,192,2124,4260449,6,"d1","centre"
"1",536,41.4,192.8,202,2358,4260693,7,"3","centre"
"1",537,31,-4.5,348,0,4263297,1,"c","centre"
"1",537,42.3,139.9,116,388,4263453,2,"0","blank"
"1",537,44.5,136.6,154,706,4263809,3,"0","blank"
"1",537,153.9,-13.3,206,888,4264043,4,"0","blank"
"1",537,60.9,41.2,202,1116,4264267,5,"c","centre"
"1",537,34.2,-243.2,402,1370,4264721,6,"6","target"
"1",538,38.3,-13.3,354,0,4267901,1,"c","centre"
"1",538,49.8,122.9,660,578,4268785,2,"0","blank"
"1",538,-184.4,-138.4,710,1280,4269537,3,"5","target"
"1",539,21,8.79999999999995,336,0,4274905,1,"c","centre"
"1",539,7.89999999999998,9.5,370,736,4275675,2,"c","centre"
"1",539,-198.4,91.2,186,1146,4275901,3,"4","target"
"1",539,-203.9,103.8,352,1340,4276261,4,"4","target"
"1",540,17.2,10.9,566,0,4279665,1,"c","centre"
"1",540,29.5,30.5,692,576,4280367,2,"c","centre"
"1",540,15.8,-184.8,208,1318,4280625,3,"6","target"
"1",540,20.3,-220.2,222,1538,4280859,4,"6","target"
"1",541,17.7,3.29999999999995,258,0,4284837,1,"c","centre"
"1",541,21.6,-95.6,178,280,4285037,2,"c","centre"
"1",541,8.5,0.799999999999955,560,480,4285619,3,"c","centre"
"1",541,-203.8,6.20000000000005,132,1078,4285789,4,"d4","distracter"
"1",541,-193.7,97.6,570,1232,4286381,5,"4","target"
"1",542,9.5,-6.10000000000002,232,0,4289709,1,"c","centre"
"1",542,9.39999999999998,6.20000000000005,852,472,4290801,2,"c","centre"
"1",542,208,-94.6,292,1360,4291129,3,"1","target"
"1",542,225.6,-113.1,258,1662,4291397,4,"1","target"
"1",543,16.8,-2.60000000000002,1144,0,4296611,1,"c","centre"
"1",543,119.8,137.2,180,1168,4296815,2,"d2","distracter"
"1",543,32.9,-216,344,1394,4297205,3,"6","target"
"1",544,11.3,-6.39999999999998,324,0,4300805,1,"c","centre"
"1",544,4.89999999999998,-5.89999999999998,710,550,4301741,2,"c","centre"
"1",544,-188.1,85.6,364,1300,4302145,3,"4","target"
"1",545,18.8,1.5,1228,0,4307083,1,"c","centre"
"1",545,220,-97.7,610,1264,4307729,2,"1","target"
"1",546,17.9,-0.600000000000023,508,0,4312399,1,"c","centre"
"1",546,22,9.70000000000005,376,782,4313049,2,"c","centre"
"1",546,132.8,-161.3,128,1194,4313213,3,"d6","distracter"
"1",546,-198.1,-100.2,442,1378,4313711,4,"5","target"
"1",547,7.89999999999998,-8.5,98,0,4317955,1,"c","centre"
"1",547,13.2,1.10000000000002,948,368,4319173,2,"c","centre"
"1",547,238,79.6,186,1356,4319399,3,"2","target"
"1",547,214.9,93.5,458,1552,4319867,4,"2","target"
"1",548,13.6,1.79999999999995,1112,0,4325369,1,"c","centre"
"1",548,-176.7,-88.5,372,1150,4325779,2,"5","target"
"1",549,15.2,1,1104,0,4330539,1,"c","centre"
"1",549,-164.2,-80.3,180,1140,4330755,2,"5","target"
"1",549,-191.9,-100.1,394,1330,4331159,3,"5","target"
"1",550,11.3,1.10000000000002,298,0,4334053,1,"c","centre"
"1",550,12.4,-1.60000000000002,754,518,4335027,2,"c","centre"
"1",550,203.7,84.7,466,1312,4335533,3,"2","target"
"1",551,5.79999999999995,4.20000000000005,1268,0,4352257,1,"c","centre"
"1",551,-112.3,-180,172,1304,4352465,2,"d5","distracter"
"1",551,-11.9,207.3,184,1524,4352697,3,"3","target"
"1",551,-0.399999999999977,221.7,332,1718,4353039,4,"3","target"
"1",552,1.39999999999998,-9.89999999999998,464,0,4358973,1,"c","centre"
"1",552,7.70000000000005,159.6,386,504,4359399,2,"3","blank"
"1",552,7,88.8,318,908,4359735,3,"c","centre"
"1",552,-199.5,99.8,444,1260,4360213,4,"4","target"
"1",553,15.7,16.5,430,0,4364073,1,"c","centre"
"1",553,15.7,143.1,696,468,4364807,2,"0","blank"
"1",553,252.3,3.70000000000005,154,1212,4365009,3,"d1","distracter"
"1",553,8.39999999999998,-229.9,538,1424,4365605,4,"6","target"
"1",554,2,7.79999999999995,332,0,4368709,1,"c","centre"
"1",554,5.79999999999995,11.7,652,562,4369591,2,"c","centre"
"1",554,201.3,82.4,178,1252,4369807,3,"2","target"
"1",554,213,101.1,302,1442,4370121,4,"2","target"
"1",555,10.9,6,42,0,4373489,1,"c","centre"
"1",555,18.3,8.10000000000002,234,304,4373985,2,"c","centre"
"1",555,50.4,23.3,224,550,4374221,3,"c","centre"
"1",555,16.6,8.29999999999995,446,786,4374679,4,"c","centre"
"1",555,112.9,144.4,142,1272,4374861,5,"d2","distracter"
"1",555,224.9,-103,380,1456,4375283,6,"1","target"
"1",556,9.60000000000002,4.20000000000005,1300,0,4380025,1,"c","centre"
"1",556,204.5,87.4,572,1338,4380635,2,"2","target"
"1",557,14.3,3.39999999999998,904,0,4388877,1,"c","centre"
"1",557,-74.4,6.5,62,1160,4389195,2,"c","centre"
"1",557,-222.7,-6.39999999999998,208,1252,4389433,3,"d4","distracter"
"1",557,-192.1,-120.7,532,1484,4389989,4,"5","target"
"1",558,10,-10,1226,0,4393927,1,"c","centre"
"1",558,193.8,59.1,404,1260,4394365,2,"2","target"
"1",559,12,-2.10000000000002,1252,0,4398887,1,"c","centre"
"1",559,11.2,155.7,140,1290,4399065,2,"0","blank"
"1",559,12.8,206.4,264,1446,4399345,3,"3","target"
"1",560,-0.100000000000023,-5.29999999999995,36,0,4402083,1,"c","centre"
"1",560,3.60000000000002,-1.39999999999998,986,300,4403333,2,"c","centre"
"1",560,-153.8,63.7,124,1324,4403495,3,"4","target"
"1",560,-194.7,100.3,282,1464,4403793,4,"4","target"
"1",561,5.29999999999995,-1.10000000000002,216,0,4407363,1,"c","centre"
"1",561,8.10000000000002,4.70000000000005,852,472,4408471,2,"c","centre"
"1",561,-201.5,-96.9,446,1364,4408957,3,"5","target"
"1",562,7.60000000000002,5.20000000000005,158,0,4412723,1,"c","centre"
"1",562,6.29999999999995,-1.20000000000005,852,396,4413813,2,"c","centre"
"1",562,203.7,-99.3,260,1288,4414113,3,"1","target"
"1",562,226.6,-121.7,396,1560,4414521,4,"1","target"
"1",563,3.39999999999998,-8.79999999999995,148,0,4418299,1,"c","centre"
"1",563,5.20000000000005,-1.5,872,410,4419433,2,"c","centre"
"1",563,17.1,162.4,158,1312,4419621,3,"3","target"
"1",563,7.89999999999998,200.1,272,1486,4419909,4,"3","target"
"1",564,11.1,-11.2,266,0,4424527,1,"c","centre"
"1",564,12.3,4.70000000000005,712,504,4425477,2,"c","centre"
"1",564,130.8,143.2,150,1254,4425665,3,"d2","distracter"
"1",564,206.3,105.2,514,1422,4426197,4,"2","target"
"1",565,19.9,-3.60000000000002,36,0,4430053,1,"c","centre"
"1",565,16.6,0.100000000000023,908,328,4431253,2,"c","centre"
"1",565,77.8,164.3,168,1272,4431457,3,"d2","distracter"
"1",565,13.8,200.8,376,1460,4431853,4,"3","target"
"1",566,3.39999999999998,-1.5,234,0,4435585,1,"c","centre"
"1",566,21.6,-12.2,872,480,4436703,2,"c","centre"
"1",566,20,213.2,474,1392,4437217,3,"3","target"
"1",567,9.5,1.70000000000005,318,0,4441215,1,"c","centre"
"1",567,8.60000000000002,0.600000000000023,688,576,4442161,2,"c","centre"
"1",567,-70.4,-127.4,70,1298,4442265,3,"0","blank"
"1",567,221.7,-115.6,284,1406,4442587,4,"1","target"
"1",568,11.7,1.89999999999998,174,0,4446145,1,"c","centre"
"1",568,15.9,2.79999999999995,884,434,4447289,2,"c","centre"
"1",568,-194.4,96,502,1358,4447831,3,"4","target"
"1",569,16.3,-3.10000000000002,1106,0,4452145,1,"c","centre"
"1",569,13.7,159.1,162,1136,4452337,2,"3","target"
"1",569,10.5,229,466,1316,4452821,3,"3","target"
"1",570,20.1,3.20000000000005,192,0,4456161,1,"c","centre"
"1",570,17.9,3.60000000000002,762,468,4457199,2,"c","centre"
"1",570,-144,82.7,162,1268,4457399,3,"4","target"
"1",570,-191.3,98.1,644,1446,4458059,4,"4","target"
"1",571,11.5,-3.70000000000005,172,0,4461707,1,"c","centre"
"1",571,11.9,4.39999999999998,878,406,4462819,2,"c","centre"
"1",571,180.4,81.6,212,1310,4463057,3,"2","target"
"1",571,209.2,94.3,280,1536,4463351,4,"2","target"
"1",572,16.4,2.39999999999998,286,0,4467575,1,"c","centre"
"1",572,16.9,1.39999999999998,862,528,4468679,2,"c","centre"
"1",572,193.6,79.1,182,1426,4468897,3,"2","target"
"1",572,215.8,91.2,294,1618,4469201,4,"2","target"
"1",573,9.20000000000005,-3.79999999999995,484,0,4473749,1,"c","centre"
"1",573,19.1,-1.29999999999995,500,722,4474487,2,"c","centre"
"1",573,-102.3,-168.9,152,1274,4474691,3,"d5","distracter"
"1",573,11.3,-242.6,364,1452,4475081,4,"6","target"
"1",574,17.8,-15.2,412,0,4479191,1,"c","centre"
"1",574,15.2,-9.29999999999995,440,646,4479865,2,"c","centre"
"1",574,232.9,-20.3,198,1120,4480097,3,"d1","distracter"
"1",574,228.3,-106.9,392,1344,4480515,4,"1","target"
"1",575,6.60000000000002,-11.5,264,0,4483785,1,"c","centre"
"1",575,9.39999999999998,6.5,750,478,4484749,2,"c","centre"
"1",575,196.8,87.4,482,1266,4485269,3,"2","target"
"1",576,16,-17.9,334,0,4488491,1,"c","centre"
"1",576,18.9,-19.8,714,526,4489397,2,"c","centre"
"1",576,-173.8,50,138,1280,4489575,3,"4","target"
"1",576,-187.2,79.1,266,1430,4489853,4,"4","target"
"1",577,13.6,-11.7,1236,0,4494337,1,"c","centre"
"1",577,5.89999999999998,172.6,342,1276,4494719,2,"3","target"
"1",578,9.20000000000005,7.89999999999998,1056,0,4499301,1,"c","centre"
"1",578,112.2,-159.3,140,1094,4499479,2,"d6","distracter"
"1",578,27.8,-231.5,232,1256,4499733,3,"6","target"
"1",579,17.7,21.7,176,0,4503731,1,"c","centre"
"1",579,25.5,4.10000000000002,628,442,4504625,2,"c","centre"
"1",579,76.3,157.8,138,1110,4504803,3,"d2","distracter"
"1",579,10.7,213,606,1266,4505427,4,"3","target"
"2",1,17.1,-7.29999999999995,1302,0,574830,1,"c","centre"
"2",1,136.3,135.2,98,1338,574964,2,"2","centre"
"2",1,130.9,208.8,100,1458,575086,3,"d2","centre"
"2",1,1.20000000000005,-230.8,246,1602,575376,4,"6","centre"
"2",1,12.1,-255.7,916,1860,576304,5,"6","centre"
"2",2,17.2,-25.2,928,0,594104,1,"c","centre"
"2",2,7.70000000000005,39.1,150,964,594290,2,"c","centre"
"2",2,187.9,152,116,1136,594428,3,"2","centre"
"2",2,57.5,-133.4,220,1314,594710,4,"0","centre"
"2",2,136.1,400.1,180,1602,594958,5,"0","centre"
"2",2,-7.20000000000005,309.7,112,1804,595092,6,"3","centre"
"2",2,151.9,410.5,18,1972,595166,7,"0","centre"
"2",2,-111.8,-132.1,32,2036,595244,8,"d5","centre"
"2",2,63.9,-48,66,2090,595332,9,"c","centre"
"2",2,59.2,-107.5,348,2164,595688,10,"0","centre"
"2",2,68.5999999999999,-88.4,270,2534,595980,11,"0","centre"
"2",3,35.9,-7.20000000000005,1324,0,617604,1,"c","centre"
"2",3,-217.4,87.3,100,1376,617756,2,"4","centre"
"2",3,-225.3,165.3,436,1508,618224,3,"4","centre"
"2",3,-213.1,164.4,126,1950,618356,4,"4","centre"
"2",3,-212,167.7,228,2086,618594,5,"4","centre"
"2",3,-211.8,171.4,94,2320,618694,6,"4","centre"
"2",3,-214,182.8,278,2428,618986,7,"4","centre"
"2",4,34.6,11.8,240,0,627736,1,"c","centre"
"2",4,32.7,52.6,118,278,627892,2,"c","centre"
"2",4,45,-8.39999999999998,860,414,628770,3,"c","centre"
"2",4,-236.1,-45.3,22,1322,628840,4,"d4","distracter"
"2",4,-243.1,15.5,28,1362,628886,5,"d4","distracter"
"2",4,-243,5.39999999999998,204,1408,629108,6,"d4","distracter"
"2",4,-211.7,-59.9,126,1632,629254,7,"5","target"
"2",4,-35.7,49.2,46,1800,629342,8,"c","centre"
"2",4,-43.7,29.5,748,1854,630098,9,"c","centre"
"2",5,32.8,5.5,1282,0,643964,1,"c","centre"
"2",5,156,-211.3,86,1316,644084,2,"d6","distracter"
"2",5,-229.7,133.7,178,1458,644318,3,"4","target"
"2",5,-219.4,113.7,770,1692,645144,4,"4","target"
"2",6,20.5,-20.4,340,0,653622,1,"c","centre"
"2",6,18.5,51.4,286,360,653928,2,"c","centre"
"2",6,14.8,13.4,588,658,654528,3,"c","centre"
"2",6,-208.2,122.2,944,1282,655508,4,"4","target"
"2",7,27.5,7.39999999999998,374,0,662206,1,"c","centre"
"2",7,-45.4,58.2,324,396,662552,2,"c","centre"
"2",7,23.1,19.8,344,738,662914,3,"c","centre"
"2",7,-0.700000000000045,18.7,170,1090,663092,4,"c","centre"
"2",7,-169,-149.3,150,1292,663274,5,"5","target"
"2",7,-235.5,-163.8,860,1456,664148,6,"5","target"
"2",8,1.79999999999995,-5.10000000000002,332,0,679472,1,"c","centre"
"2",8,-19.4,6.10000000000002,890,344,680374,2,"c","centre"
"2",8,239.6,-145.5,742,1270,681152,3,"1","target"
"2",9,-12.3,5,348,0,686866,1,"c","centre"
"2",9,-4.10000000000002,-0.299999999999955,596,656,687770,2,"c","centre"
"2",9,-17.2,204.6,98,1286,687902,3,"3","target"
"2",9,-28.6,268.6,692,1404,688614,4,"3","target"
"2",10,-0.5,0.600000000000023,354,0,692616,1,"c","centre"
"2",10,15.3,27.8,118,368,692748,2,"c","centre"
"2",10,1.89999999999998,-4.5,770,494,693526,3,"c","centre"
"2",10,-155.5,-229.2,212,1324,693798,4,"d5","distracter"
"2",10,416.1,-2.10000000000002,48,1582,693892,5,"0","blank"
"2",10,256.5,-143.7,890,1668,694820,6,"1","target"
"2",11,15.8,3.79999999999995,1700,0,700020,1,"c","centre"
"2",12,24.2,17.5,232,0,704502,1,"c","centre"
"2",12,150.3,164,36,520,704826,2,"d2","blank"
"2",12,19.6,27.6,690,586,705546,3,"c","centre"
"2",12,292.4,15.7,100,1310,705680,4,"d1","distracter"
"2",12,-216.6,169.2,198,1460,705928,5,"4","target"
"2",12,-241.1,151.8,876,1666,706812,6,"4","target"
"2",13,30.5,1.60000000000002,276,0,711814,1,"c","centre"
"2",13,-137.5,96.5,154,308,712000,2,"4","blank"
"2",13,18.8,8.70000000000005,810,490,712838,3,"c","centre"
"2",13,-239.8,-0.799999999999955,100,1334,712972,4,"d4","distracter"
"2",13,255.6,-152.7,770,1480,713788,5,"1","target"
"2",14,9,-2.5,1276,0,718914,1,"c","centre"
"2",14,243.7,-136.5,190,1310,719138,2,"1","target"
"2",14,370.1,0.700000000000045,30,1564,719232,3,"0","blank"
"2",14,366.3,0.399999999999977,28,1660,719326,4,"0","blank"
"2",14,244,-133.1,236,1754,719628,5,"1","target"
"2",15,2.29999999999995,3.79999999999995,184,0,723788,1,"c","centre"
"2",15,1,-7.79999999999995,746,568,724918,2,"c","centre"
"2",15,-252.3,-141.7,692,1352,725648,3,"5","target"
"2",16,9.39999999999998,-12.8,362,0,729618,1,"c","centre"
"2",16,7.39999999999998,-1.39999999999998,928,374,730558,2,"c","centre"
"2",16,-10.7,-270,654,1338,731248,3,"6","target"
"2",17,6,-12.6,1238,0,735594,1,"c","centre"
"2",17,244,106.4,596,1274,736226,2,"2","target"
"2",18,-7,-8.70000000000005,234,0,740472,1,"c","centre"
"2",18,1.39999999999998,-12.4,824,644,741706,2,"c","centre"
"2",18,245.3,-191.6,680,1504,742422,3,"1","target"
"2",19,-3.79999999999995,-16.2,58,0,746016,1,"c","centre"
"2",19,159.8,124.5,86,392,746436,2,"2","blank"
"2",19,16.1,-8.79999999999995,802,520,747280,3,"c","centre"
"2",19,246.7,-152,558,1358,747874,4,"1","target"
"2",20,-10.2,-12.9,1002,0,752938,1,"c","centre"
"2",20,211.2,-163.7,402,1038,753376,2,"1","target"
"2",20,236,-145.6,126,1452,753514,3,"1","target"
"2",20,260.1,-47.5,286,1602,753824,4,"d1","distracter"
"2",21,8.29999999999995,-2.79999999999995,1250,0,758092,1,"c","centre"
"2",21,-214.8,-111.8,648,1288,758778,2,"5","target"
"2",22,35.2,15.1,80,0,762590,1,"c","centre"
"2",22,16.2,1,262,88,762860,2,"c","centre"
"2",22,10.5,-9.5,720,540,763770,3,"c","centre"
"2",22,-146.8,205.9,206,1300,764016,4,"d3","centre"
"2",22,235.7,131.6,1236,1548,765294,5,"2","centre"
"2",23,-14.1,3.70000000000005,296,0,771506,1,"c","centre"
"2",23,10.1,59.7,140,312,771662,2,"c","centre"
"2",23,4.60000000000002,-4.89999999999998,886,466,772562,3,"c","centre"
"2",23,-3.5,224.1,162,1388,772760,4,"3","target"
"2",23,-7.70000000000005,263.2,420,1564,773194,5,"3","target"
"2",24,-5.89999999999998,-22.9,264,0,776742,1,"c","centre"
"2",24,-3.39999999999998,26.2,176,280,776934,2,"c","centre"
"2",24,-1.10000000000002,-7,800,466,777744,3,"c","centre"
"2",24,-121.7,201.5,286,1304,778068,4,"d3","centre"
"2",24,221.2,-110,260,1638,778376,5,"1","centre"
"2",24,258.9,-135.6,670,1910,779058,6,"1","centre"
"2",25,1.39999999999998,-14.7,104,0,783414,1,"c","centre"
"2",25,133.7,98.1,68,344,783722,2,"2","blank"
"2",25,5.29999999999995,-28.4,824,434,784568,3,"c","centre"
"2",25,-153.9,-237,138,1292,784740,4,"d5","distracter"
"2",25,8,211.3,108,1490,784908,5,"3","target"
"2",25,-15.8,242.6,706,1612,785628,6,"3","target"
"2",26,-2.79999999999995,-6.20000000000005,258,0,788674,1,"c","centre"
"2",26,144.7,134.5,36,564,789016,2,"2","target"
"2",26,4.89999999999998,-3.60000000000002,658,620,789694,3,"c","centre"
"2",26,216.5,55.7,120,1314,789850,4,"d1","blank"
"2",26,226.3,86,354,1446,790216,5,"2","target"
"2",27,100,50.6,52,0,793972,1,"0","blank"
"2",27,8.79999999999995,-16.3,812,116,794848,2,"c","centre"
"2",27,136.7,214,158,966,795044,3,"d2","distracter"
"2",27,236.1,-129.3,420,1162,795502,4,"1","target"
"2",27,250.4,-150.8,378,1592,795890,5,"1","target"
"2",28,4.89999999999998,2.20000000000005,1262,0,800318,1,"c","centre"
"2",28,184.3,-15.8,102,1290,800448,2,"d1","distracter"
"2",28,12,-225.2,120,1428,800604,3,"6","target"
"2",28,-16.4,-273.7,456,1560,801072,4,"6","target"
"2",29,-5.29999999999995,-7.39999999999998,1236,0,806516,1,"c","centre"
"2",29,66,-171,132,1264,806676,2,"d6","distracter"
"2",29,-13.1,-222.2,538,1418,807236,3,"6","target"
"2",29,57.2,-134.3,714,2074,808068,4,"0","blank"
"2",30,-11.1,-19.3,314,0,813078,1,"c","centre"
"2",30,5.70000000000005,-14.9,932,326,814022,2,"c","centre"
"2",30,-20.8,-284.8,654,1294,814712,3,"6","target"
"2",31,-1.60000000000002,-12.9,1226,0,819674,1,"c","centre"
"2",31,-160.8,-296.1,206,1264,819918,2,"d5","distracter"
"2",31,235.3,-155.2,592,1516,820556,3,"1","target"
"2",32,-2.29999999999995,-3.5,310,0,826342,1,"c","centre"
"2",32,147.2,85.4,150,340,826522,2,"2","target"
"2",32,26,37.4,156,516,826704,3,"c","centre"
"2",32,6.89999999999998,19.4,546,682,827260,4,"c","centre"
"2",32,113.5,132.5,144,1260,827436,5,"d2","distracter"
"2",32,380.1,250.6,196,1436,827664,6,"0","blank"
"2",32,351.3,224.6,228,1858,828118,7,"0","blank"
"2",33,3.5,-22.9,322,0,831506,1,"c","centre"
"2",33,48.6,2.89999999999998,122,338,831644,2,"c","centre"
"2",33,5.5,-22.2,794,474,832452,3,"c","centre"
"2",33,126.2,6.39999999999998,178,1288,832650,4,"0","blank"
"2",33,343.7,219.4,428,1502,833114,5,"0","blank"
"2",34,3,-14.6,1230,0,838174,1,"c","centre"
"2",34,-171.7,-235.8,126,1266,838336,2,"d5","distracter"
"2",34,-244.1,148.9,28,1442,838414,3,"4","target"
"2",34,-239.4,109.4,178,1478,838600,4,"4","target"
"2",34,-253.5,137.3,430,1670,839044,5,"4","target"
"2",35,6.79999999999995,-11.1,1236,0,845020,1,"c","centre"
"2",35,-131.2,-211.4,124,1272,845180,2,"d5","distracter"
"2",35,248.9,120.5,628,1466,845878,3,"2","target"
"2",36,13.8,-7.39999999999998,282,0,850384,1,"c","centre"
"2",36,95.5999999999999,69,122,304,850528,2,"0","blank"
"2",36,3.89999999999998,-22.1,878,452,851432,3,"c","centre"
"2",36,253,116.1,636,1370,852108,4,"2","target"
"2",37,-0.200000000000045,-8,1244,0,858632,1,"c","centre"
"2",37,112.3,-202.6,168,1280,858836,2,"d6","distracter"
"2",37,232.1,-171.6,612,1472,859472,3,"1","target"
"2",38,7.60000000000002,-16.8,1254,0,863476,1,"c","centre"
"2",38,-257.8,121,332,1294,863848,2,"4","target"
"2",38,-243.1,134.4,208,1632,864062,3,"4","target"
"2",39,-19.1,-10.9,1226,0,868930,1,"c","centre"
"2",39,112.9,213.6,216,1262,869182,2,"d2","distracter"
"2",39,-243.3,-152.5,826,1526,870056,3,"5","target"
"2",39,9.10000000000002,-61.9,274,2392,870370,4,"c","centre"
"2",40,-5.39999999999998,1.79999999999995,1292,0,875512,1,"c","centre"
"2",40,37.9,21.3,112,1308,875640,2,"c","centre"
"2",40,-228.4,90.6,158,1458,875836,3,"4","target"
"2",40,-259.4,114.6,530,1628,876378,4,"4","target"
"2",41,3.10000000000002,-5.89999999999998,406,0,880194,1,"c","centre"
"2",41,-4.70000000000005,4,824,414,881026,2,"c","centre"
"2",41,-135.1,-232.7,110,1272,881170,3,"d5","centre"
"2",41,254.5,-157.6,380,1424,881592,4,"1","centre"
"2",41,239.6,-160.7,984,1812,882584,5,"1","centre"
"2",42,1.89999999999998,-6.60000000000002,1270,0,887792,1,"c","centre"
"2",42,-261.5,2.29999999999995,146,1306,887974,2,"d4","distracter"
"2",42,-43.5,-257.8,224,1492,888238,3,"6","target"
"2",42,-3,-259,438,1726,888686,4,"6","target"
"2",43,11.2,-10.3,1234,0,893306,1,"c","centre"
"2",43,-226.1,113.1,462,1272,893806,2,"4","target"
"2",44,-5.89999999999998,-8.79999999999995,334,0,898244,1,"c","centre"
"2",44,-6.79999999999995,6,920,342,899172,2,"c","centre"
"2",44,-122.2,184.8,126,1302,899338,3,"d3","distracter"
"2",44,247.8,110.9,854,1468,900232,4,"2","target"
"2",45,0.100000000000023,1.79999999999995,1322,0,904862,1,"c","centre"
"2",45,-216.1,-128.8,292,1360,905192,2,"5","target"
"2",45,-239.1,-130.4,250,1660,905450,3,"5","target"
"2",46,11.9,-17.9,1308,0,909932,1,"c","centre"
"2",46,-216,-150.9,514,1344,910482,2,"5","target"
"2",47,12.6,-8.20000000000005,416,0,914422,1,"c","centre"
"2",47,1.70000000000005,-8.10000000000002,854,422,915282,2,"c","centre"
"2",47,-233.4,115.9,176,1312,915494,3,"4","target"
"2",47,-244.7,126.3,316,1496,915818,4,"4","target"
"2",47,-253.7,141.1,390,1820,916216,5,"4","target"
"2",48,11.7,-21.4,304,0,920048,1,"c","centre"
"2",48,-17.3,25.9,146,320,920210,2,"c","centre"
"2",48,4.89999999999998,-7.39999999999998,752,478,920974,3,"c","centre"
"2",48,252,-32.8,146,1264,921154,4,"d1","distracter"
"2",48,241.2,-140.1,696,1432,921872,5,"1","target"
"2",48,251.5,-71.3,228,2150,922122,6,"1","target"
"2",49,-5.60000000000002,-19.3,1274,0,930314,1,"c","centre"
"2",49,-133.8,-200.3,126,1310,930476,2,"d5","distracter"
"2",49,-240.5,-162.8,376,1458,930874,3,"5","target"
"2",49,-261.7,-154.1,302,1844,931186,4,"5","target"
"2",50,-3.39999999999998,-14.3,1442,0,936372,1,"c","centre"
"2",50,-259.3,-179.2,130,1486,936546,2,"5","target"
"2",50,-241.3,-158.5,482,1626,937038,3,"5","target"
"2",51,0.200000000000045,-17.1,1292,0,960638,1,"c","centre"
"2",51,-232.6,111.4,170,1330,960846,2,"4","target"
"2",51,-258.5,134.4,330,1512,961188,3,"4","target"
"2",52,5.10000000000002,3.60000000000002,1364,0,967210,1,"c","centre"
"2",52,-261.1,-130.1,732,1402,967980,2,"5","target"
"2",53,5,-11.1,1336,0,972100,1,"c","centre"
"2",53,253.9,120.5,546,1376,972686,2,"2","target"
"2",54,9.60000000000002,-7.39999999999998,334,0,976446,1,"c","centre"
"2",54,-1,-16,752,610,977474,2,"c","centre"
"2",54,-27.4,269.9,802,1404,978318,3,"3","target"
"2",55,3.5,-13.9,1248,0,983448,1,"c","centre"
"2",55,260.1,-7.60000000000002,122,1282,983604,2,"d1","distracter"
"2",55,241.5,110.2,210,1430,983840,3,"2","target"
"2",55,254.3,126.7,292,1650,984142,4,"2","target"
"2",56,0.399999999999977,-12.6,380,0,988078,1,"c","centre"
"2",56,19.2,7.89999999999998,156,390,988244,2,"c","centre"
"2",56,-6.89999999999998,-9.79999999999995,792,554,989044,3,"c","centre"
"2",56,-253.2,130,268,1384,989350,4,"4","target"
"2",56,-275.5,136.3,346,1662,989706,5,"4","target"
"2",57,-10.9,-14.4,1230,0,994712,1,"c","centre"
"2",57,130.1,-239.4,266,1266,995014,2,"d6","distracter"
"2",57,241.1,-158.2,620,1556,995658,3,"1","target"
"2",58,6.89999999999998,-13,1318,0,1000068,1,"c","centre"
"2",58,-25.4,-296.5,748,1354,1000852,2,"6","target"
"2",59,-2.20000000000005,-24.9,1240,0,1004844,1,"c","centre"
"2",59,-251.3,-156.8,594,1276,1005474,2,"5","target"
"2",60,-3.29999999999995,-8.10000000000002,1196,0,1010278,1,"c","centre"
"2",60,-189.2,201.5,192,1236,1010510,2,"d3","distracter"
