"observer","trial","x","y","dur","onset","n","aoi","aoi2"
"1",32,-18.4,-24.1,1217,0,1,"c","centre"
"1",32,173,78.6,295,333,2,"2","target"
"1",32,189.7,101.5,405,751,3,"2","target"
"1",33,-24.5,-15.2,1364,0,1,"c","centre"
"1",33,-214,85.9,239,265,2,"4","target"
"1",33,-271,114,525,806,3,"4","target"
"1",34,-39.5,5.5,1214,0,1,"c","centre"
"1",34,-251.6,26.6,163,195,2,"d4","distracter"
"1",34,-257.5,104.5,413,632,3,"4","target"
"1",34,-247.7,105.9,396,1199,4,"4","target"
"1",35,-15.1,-34.5,273,0,1,"c","centre"
"1",35,-16.8,-13.4,1062,1073,2,"c","centre"
"1",35,158.3,61.2,1390,2498,3,"2","centre"
"1",36,-27.4,-9.79999999999995,370,0,1,"c","centre"
"1",36,158.3,85.2,381,422,2,"2","blank"
"1",36,-27.4,-29,380,851,3,"c","centre"
"1",36,-19.8,-312.5,686,1582,4,"6","target"
"1",37,-17.8,-32.4,536,0,1,"c","centre"
"1",37,-33.5,-10.3,687,701,2,"c","centre"
"1",37,215.9,-148.3,893,1630,3,"1","target"
"1",38,-20.4,7.79999999999995,1211,0,1,"c","centre"
"1",38,-38.2,209,406,439,2,"3","target"
"1",38,-24.9,232.3,239,693,3,"3","target"
"1",39,-18.5,-17.9,1222,0,1,"c","centre"
"1",39,209.1,-152,489,532,2,"1","target"
"1",40,-18.2,-24.3,331,0,1,"c","centre"
"1",40,-25.4,-29.1,578,777,2,"c","centre"
"1",40,-16.5,-10,152,940,3,"c","centre"
"1",40,8.70000000000005,-358.1,1494,2473,4,"0","centre"
"1",41,-29.7,-27.1,1222,0,1,"c","centre"
"1",41,12.2,-242.8,111,153,2,"6","blank"
"1",41,-247.7,-165.4,241,431,3,"5","target"
"1",41,-281.9,-144.1,626,1074,4,"5","target"
"1",42,-22.3,-34.7,1279,0,1,"c","centre"
"1",42,-61,138.4,212,248,2,"0","blank"
"1",42,-36.9,244.8,823,1099,3,"3","target"
"1",43,-26.8,-26,1216,0,1,"c","centre"
"1",43,-30,183.6,155,189,2,"3","target"
"1",43,-27.7,252.2,525,737,3,"3","target"
"1",44,-22.5,-33.1,303,0,1,"c","centre"
"1",44,-28.8,-14.6,953,964,2,"c","centre"
"1",44,-151.2,183.8,121,1124,3,"d3","distracter"
"1",44,212.1,-151.8,881,2053,4,"1","target"
"1",45,-31.8,-15.2,309,0,1,"c","centre"
"1",45,-27,-20.4,646,906,2,"c","centre"
"1",45,-291.8,-39.7,138,1080,3,"d4","centre"
"1",45,-9.79999999999995,-354.4,459,1593,4,"6","centre"
"1",45,-4,-325.3,1078,2695,5,"6","centre"
"1",46,-44.7,-7.29999999999995,311,0,1,"c","centre"
"1",46,-21,-49.2,253,512,2,"c","centre"
"1",46,-31.1,-21.6,395,921,3,"c","centre"
"1",46,237.7,-21.3,127,1084,4,"d1","distracter"
"1",46,201.3,106.3,607,1732,5,"2","target"
"1",47,-21.5,-13.4,1200,0,1,"c","centre"
"1",47,-152.6,157.3,195,225,2,"d3","distracter"
"1",47,-251.7,120.3,358,607,3,"4","target"
"1",48,-40.5,-14.3,546,0,1,"c","centre"
"1",48,-24.6,-24.8,653,663,2,"c","centre"
"1",48,-276,0.700000000000045,144,842,3,"d4","distracter"
"1",48,-278.7,105.6,546,1415,4,"4","target"
"1",49,-30.3,-31,1381,0,1,"c","centre"
"1",49,-37.7,163.1,180,209,2,"0","blank"
"1",49,-36.3,255.8,380,613,3,"3","target"
"1",50,-28.4,-25.1,1210,0,1,"c","centre"
"1",50,-242.4,88.5,398,435,2,"4","target"
"1",51,-3.60000000000002,12.3,49,0,1,"c","centre"
"1",51,-23.5,-11.9,1181,1192,2,"c","centre"
"1",51,16.9,-336.8,1036,2266,3,"6","centre"
"1",52,-13.5,-9.20000000000005,1259,0,1,"c","centre"
"1",52,76.0999999999999,131.3,143,177,2,"0","blank"
"1",52,228.1,-167,574,793,3,"1","target"
"1",52,223,-146.1,183,984,4,"1","target"
"1",53,-28.8,-14.3,1220,0,1,"c","centre"
"1",53,86.9000000000001,-238.5,125,160,2,"d6","distracter"
"1",53,174.1,96.6,587,797,3,"2","target"
"1",53,191.6,105.2,45,861,4,"2","target"
"1",54,-27.9,-22,1241,0,1,"c","centre"
"1",54,207,-34.9,142,178,2,"d1","distracter"
"1",54,216.9,-170.4,497,717,3,"1","target"
"1",54,217,-150.2,55,782,4,"1","target"
"1",55,-27,-27,1224,0,1,"c","centre"
"1",55,-6.10000000000002,-350.6,1148,1186,2,"6","centre"
"1",56,-32,-51.9,476,0,1,"c","centre"
"1",56,-33.2,-12.1,736,744,2,"c","centre"
"1",56,-297.8,-9.70000000000005,110,893,3,"d4","distracter"
"1",56,231.4,-184.6,397,1351,4,"1","target"
"1",56,228.5,-161,311,1674,5,"1","target"
"1",57,-25.4,-10.5,1231,0,1,"c","centre"
"1",57,-262.3,-111.1,819,866,2,"5","target"
"1",58,-29.2,-13.8,412,0,1,"c","centre"
"1",58,-49.1,-9,557,842,2,"c","centre"
"1",58,-48.9,202.7,208,1097,3,"3","target"
"1",58,-42.1,250.9,429,1545,4,"3","target"
"1",59,-35.3,-22.5,1226,0,1,"c","centre"
"1",59,78.2,125.9,147,179,2,"0","centre"
"1",59,-15.1,-317.8,1375,1608,3,"6","centre"
"1",60,-27.3,-27.7,1219,0,1,"c","centre"
"1",60,207.6,-173.3,495,528,2,"1","target"
"1",61,-21.8,-13.9,1367,0,1,"c","centre"
"1",61,161.6,73.2,578,619,2,"2","target"
"1",61,177.4,95.7,411,1045,3,"2","target"
"1",62,-34.1,-32.8,366,0,1,"c","centre"
"1",62,-28,-25.2,569,836,2,"c","centre"
"1",62,-86.8,199,173,1049,3,"d3","distracter"
"1",62,-50.5,257.7,434,1506,4,"3","target"
"1",63,-24.8,-17.5,1339,0,1,"c","centre"
"1",63,-255.8,-131,391,432,2,"5","target"
"1",64,-30.8,-15.8,1216,0,1,"c","centre"
"1",64,7.29999999999995,192.9,205,252,2,"3","target"
"1",64,-29.7,227.3,450,718,3,"3","target"
"1",65,-29.8,-25.3,1237,0,1,"c","centre"
"1",65,-10.3,-294.9,338,371,2,"6","target"
"1",66,-44.5,-14.8,1337,0,1,"c","centre"
"1",66,-261.9,106.2,273,325,2,"4","target"
"1",67,-32.3,-37.1,1222,0,1,"c","centre"
"1",67,205.9,-161.6,267,303,2,"1","target"
"1",68,-42.6,-29.3,1215,0,1,"c","centre"
"1",68,-255.9,-134.7,382,415,2,"5","target"
"1",69,-38.1,-13.2,1232,0,1,"c","centre"
"1",69,-44.6,218.3,402,455,2,"3","target"
"1",69,-45.9,231.1,146,611,3,"3","target"
"1",70,-44,-19.2,1206,0,1,"c","centre"
"1",70,1.39999999999998,-405.8,196,238,2,"0","centre"
"1",70,-9.29999999999995,-359,825,1081,3,"0","centre"
"1",71,-44.7,-23.1,1225,0,1,"c","centre"
"1",71,59.2,136,1044,1088,2,"0","centre"
"1",72,-36,-16.5,351,0,1,"c","centre"
"1",72,-30.8,-8.70000000000005,864,872,2,"c","centre"
"1",72,-58.6,212,363,1270,3,"d3","blank"
"1",72,-43,260.8,303,1590,4,"3","target"
"1",73,-34.6,-23.8,1259,0,1,"c","centre"
"1",73,-121.5,-259.5,346,394,2,"d5","distracter"
"1",73,-38.6,-295.5,511,924,3,"6","target"
"1",74,-34.7,-29.7,1202,0,1,"c","centre"
"1",74,226.9,-51,128,167,2,"d1","distracter"
"1",74,-210.5,-115.5,142,365,3,"5","target"
"1",74,-272.2,-143.5,577,961,4,"5","target"
"1",75,-34.3,-18.5,1185,0,1,"c","centre"
"1",75,-171.4,168.4,134,192,2,"4","target"
"1",75,-269.9,122.9,818,1038,3,"4","target"
"1",76,-1.5,8.89999999999998,485,0,1,"c","centre"
"1",76,-27.8,-5.20000000000005,706,715,2,"c","centre"
"1",76,-262.8,-145.4,352,1103,3,"5","target"
"1",77,-30.2,-26.8,1244,0,1,"c","centre"
"1",77,49,157.5,111,157,2,"0","blank"
"1",77,185.6,-177.7,188,386,3,"1","target"
"1",77,222.5,-168.8,273,672,4,"1","target"
"1",78,-35.7,-17.3,1259,0,1,"c","centre"
"1",78,-149.5,186,145,186,2,"d3","distracter"
"1",78,-32.3,-269.7,260,496,3,"6","target"
"1",78,-11.7,-305.2,100,612,4,"6","target"
"1",79,-30.4,-36.7,1206,0,1,"c","centre"
"1",79,-273.6,-155.4,631,676,2,"5","target"
"1",80,-37.4,4.5,1279,0,1,"c","centre"
"1",80,-285.5,-139.4,923,961,2,"5","centre"
"1",81,-35,-36.2,1238,0,1,"c","centre"
"1",81,226.9,-36,122,159,2,"d1","distracter"
"1",81,218.2,-183.3,267,467,3,"1","target"
"1",81,209.8,-162.3,500,976,4,"1","target"
"1",82,-37.9,-24,1271,0,1,"c","centre"
"1",82,-257.2,-16.3,140,173,2,"d4","centre"
"1",82,0.5,-322,1250,1475,3,"6","centre"
"1",83,-30.1,-12.3,1249,0,1,"c","centre"
"1",83,226.1,-166.9,384,422,2,"1","target"
"1",83,203.1,-145.2,306,742,3,"1","target"
"1",84,-33.3,-15.2,1256,0,1,"c","centre"
"1",84,-159.4,165.9,137,178,2,"d3","centre"
"1",84,-26.4,-308.9,1308,1545,3,"6","centre"
"1",85,-36.1,-28.1,1209,0,1,"c","centre"
"1",85,-257.6,101.2,302,340,2,"4","centre"
"1",85,-282.9,124.3,588,940,3,"4","centre"
"1",86,-46.8,-10.1,409,0,1,"c","centre"
"1",86,-223,79.9,356,391,2,"4","centre"
"1",86,-57.6,7.39999999999998,386,810,3,"c","centre"
"1",86,-92.5,-311.7,211,1059,4,"d5","centre"
"1",86,-7.60000000000002,-331.7,668,1747,5,"6","centre"
"1",87,-43.1,-4.79999999999995,1189,0,1,"c","centre"
"1",87,-240.4,98.8,296,336,2,"4","target"
"1",88,-30.2,-29,1206,0,1,"c","centre"
"1",88,213.1,-159.1,387,425,2,"1","target"
"1",89,-32.2,-33.3,1222,0,1,"c","centre"
"1",89,88.8,131,141,180,2,"d2","distracter"
"1",89,175.8,95.3,355,559,3,"2","target"
"1",90,-30.8,-31.5,1208,0,1,"c","centre"
"1",90,215.1,-181.9,639,677,2,"1","target"
"1",91,-34.7,-34.9,1227,0,1,"c","centre"
"1",91,-13.2,-305.3,490,524,2,"6","target"
"1",92,-40.1,-31.2,1199,0,1,"c","centre"
"1",92,-261,-1.89999999999998,147,180,2,"d4","distracter"
"1",92,-275,92.3,350,555,3,"4","target"
"1",93,-39.8,-15.4,1220,0,1,"c","centre"
"1",93,158,63,785,821,2,"2","centre"
"1",94,-38.8,-32.5,1207,0,1,"c","centre"
"1",94,38.5,172.2,122,160,2,"3","centre"
"1",94,-237.7,-132.3,228,428,3,"5","centre"
"1",94,-282.9,-159.5,1035,1479,4,"5","centre"
"1",95,-36.8,-32.5,1256,0,1,"c","centre"
"1",95,203.5,-166.5,726,764,2,"1","target"
"1",96,-33.3,-13.8,1286,0,1,"c","centre"
"1",96,-49.3,148.8,214,247,2,"0","blank"
"1",96,-52.1,236.8,508,779,3,"3","target"
"1",97,-48.1,-11,459,0,1,"c","centre"
"1",97,-57.7,194.1,539,753,2,"d3","blank"
"1",97,-272.2,129,406,1194,3,"4","target"
"1",98,-39.1,-31.8,185,0,1,"c","centre"
"1",98,-37,-34,206,471,2,"c","centre"
"1",98,-48.6,-18.7,553,1034,3,"c","centre"
"1",98,-274.7,-16.4,133,1199,4,"d4","centre"
"1",98,158.9,79.1,1130,2378,5,"2","centre"
"1",99,-38.7,-25.2,1204,0,1,"c","centre"
"1",99,181.2,94.2,217,259,2,"2","target"
"1",100,-39.1,-19.4,1211,0,1,"c","centre"
"1",100,156.1,75.8,198,238,2,"2","target"
"1",100,179,100.2,318,569,3,"2","target"
"1",101,-37.3,5.60000000000002,1380,0,1,"c","centre"
"1",101,191.1,105.3,488,530,2,"2","target"
"1",102,-34.6,-22.5,1195,0,1,"c","centre"
"1",102,217.8,-192.9,202,239,2,"1","target"
"1",102,221.2,-176.7,395,642,3,"1","target"
"1",103,-39.6,-22.7,1209,0,1,"c","centre"
"1",103,-46.1,212.1,242,287,2,"3","target"
"1",103,-42.3,263.2,357,661,3,"3","target"
"1",104,-41.2,-11.5,1214,0,1,"c","centre"
"1",104,-47.7,225.3,318,361,2,"3","target"
"1",104,-47.1,243,352,723,3,"3","target"
"1",105,-40.8,-23.9,1209,0,1,"c","centre"
"1",105,-266.6,98.2,266,301,2,"4","target"
"1",105,-284.1,116.7,702,1014,3,"4","target"
"1",106,-28.7,-23.4,1225,0,1,"c","centre"
"1",106,-59.6,214.2,305,352,2,"d3","blank"
"1",106,-47.7,240.9,376,747,3,"3","target"
"1",107,-38.7,-28.5,1209,0,1,"c","centre"
"1",107,68,183.8,168,201,2,"d2","distracter"
"1",107,-17.7,-275.1,283,531,3,"6","target"
"1",107,-20.3,-306,485,1035,4,"6","target"
"1",108,-35,-28.6,1194,0,1,"c","centre"
"1",108,181.4,73.5,420,459,2,"2","target"
"1",108,176.2,112.3,86,560,3,"2","target"
"1",109,-62,-24.6,223,0,1,"c","centre"
"1",109,-45.1,-28.5,684,992,2,"c","centre"
"1",109,-119.6,-310.2,171,1208,3,"d5","centre"
"1",109,-29.2,-330.4,1252,2481,4,"6","centre"
"1",110,-39.7,-20.8,1218,0,1,"c","centre"
"1",110,218,-139.9,849,887,2,"1","target"
"1",111,-36.5,-35.4,1260,0,1,"c","centre"
"1",111,119.6,-236.8,165,205,2,"d6","distracter"
"1",111,206,-175.7,637,864,3,"1","target"
"1",112,-31.3,-12.3,562,0,1,"c","centre"
"1",112,-46.2,-2.20000000000005,508,663,2,"c","centre"
"1",112,-44.6,202.7,376,1074,3,"3","target"
"1",112,-45.6,257.6,763,1859,4,"3","target"
"1",113,-45.5,-32.1,1214,0,1,"c","centre"
"1",113,201.6,-171.2,818,855,2,"1","target"
"1",114,-40.9,-20.8,1262,0,1,"c","centre"
"1",114,201.9,-84.4,165,203,2,"1","target"
"1",114,216.2,-163.4,302,530,3,"1","target"
"1",115,-38,-31.6,600,0,1,"c","centre"
"1",115,-37.5,3.39999999999998,648,659,2,"c","centre"
"1",115,69.3,158.6,125,819,3,"d2","distracter"
"1",115,177.7,93.3,429,1273,4,"2","target"
"1",115,176.5,113.5,217,1503,5,"2","target"
"1",116,-44.4,-29.9,357,0,1,"c","centre"
"1",116,-41.1,-25,664,876,2,"c","centre"
"1",116,-149.8,150,139,1046,3,"d3","distracter"
"1",116,179.7,85.5,892,1979,4,"2","target"
"1",117,-37.6,-21.1,1231,0,1,"c","centre"
"1",117,-54.8,207.7,201,250,2,"3","target"
"1",117,-52.1,247.1,311,579,3,"3","target"
"1",118,-46.8,-21.5,1216,0,1,"c","centre"
"1",118,-296.9,-20.1,134,170,2,"d4","centre"
"1",118,-282.2,102,833,1030,3,"4","centre"
"1",119,-54,-1.10000000000002,366,0,1,"c","centre"
"1",119,-40.4,-21.9,819,828,2,"c","centre"
"1",119,179.5,61.6,234,1103,3,"2","target"
"1",119,180,97.2,195,1311,4,"2","target"
"1",120,-49.2,6.39999999999998,538,0,1,"c","centre"
"1",120,-41.2,-9.79999999999995,706,715,2,"c","centre"
"1",120,-119.6,152,144,899,3,"d3","distracter"
"1",120,187.8,105.4,229,1172,4,"2","target"
"1",121,-30.8,-29.3,396,0,1,"c","centre"
"1",121,-38,-38.1,607,836,2,"c","centre"
"1",121,-0.399999999999977,-361.5,326,1209,3,"0","centre"
"1",121,-18.6,-332.9,773,1991,4,"6","centre"
"1",122,-35.3,-33,1195,0,1,"c","centre"
"1",122,-297.6,-22.3,123,159,2,"d4","distracter"
"1",122,199.8,-180.2,303,512,3,"1","target"
"1",122,215.3,-154,542,1066,4,"1","target"
"1",123,-42.2,-32.4,1253,0,1,"c","centre"
"1",123,201.7,-36,120,154,2,"d1","distracter"
"1",123,180.7,100.5,574,767,3,"2","target"
"1",124,-41.8,-24.8,1196,0,1,"c","centre"
"1",124,167.8,67.2,231,267,2,"2","target"
"1",124,177.3,107,559,844,3,"2","target"
"1",125,-38.4,-28.5,1190,0,1,"c","centre"
"1",125,-56.2,250.2,805,852,2,"3","target"
"1",126,-43.1,-27.2,82,0,1,"c","centre"
"1",126,-41.1,-31.1,963,1146,2,"c","centre"
"1",126,-263.5,86.7,264,1447,3,"4","centre"
"1",126,-287.4,104.1,759,2217,4,"4","centre"
"1",127,-38.1,-21.9,431,0,1,"c","centre"
"1",127,-244.8,110.8,396,435,2,"4","blank"
"1",127,-94.8,23.7,209,681,3,"c","centre"
"1",127,-262,103.4,147,866,4,"4","blank"
"1",127,-265.3,-166.1,849,1750,5,"5","target"
"1",128,-38.9,-25,1221,0,1,"c","centre"
"1",128,-104.6,170.9,190,224,2,"d3","centre"
"1",128,-56.7,243.1,1223,1471,3,"3","centre"
"1",129,-38,-32.7,1240,0,1,"c","centre"
"1",129,216.6,-44.8,110,148,2,"d1","centre"
"1",129,-293.7,95.5,324,533,3,"4","centre"
"1",129,-289.6,124.4,949,1495,4,"4","centre"
"1",130,-43.8,-27.9,1228,0,1,"c","centre"
"1",130,-237.9,102.3,159,202,2,"4","centre"
"1",130,-284.9,118.9,997,1212,3,"4","centre"
"1",131,-33.3,-20.9,1201,0,1,"c","centre"
"1",131,-260.6,96.2,245,282,2,"4","target"
"1",131,-280.9,130,1175,1473,3,"4","target"
"1",132,-43.5,-31.2,1220,0,1,"c","centre"
"1",132,-77.8,99.7,133,158,2,"0","blank"
"1",132,165.5,89.4,317,513,3,"2","target"
"1",133,-41.8,-14.1,869,0,1,"c","centre"
"1",133,-45.7,6.5,347,360,2,"c","centre"
"1",133,201.4,-163.8,539,937,3,"1","target"
"1",133,224.6,-171.8,264,1209,4,"1","target"
"1",134,-41.3,-23.3,1214,0,1,"c","centre"
"1",134,-149.3,140.6,187,223,2,"4","centre"
"1",134,-9.29999999999995,-362.4,1105,1376,3,"0","centre"
"1",135,-40.5,-25.6,1253,0,1,"c","centre"
"1",135,197.4,-42,70,105,2,"d1","centre"
"1",135,-19.3,-355.5,404,558,3,"0","centre"
"1",135,-10.8,-321.4,742,1312,4,"6","centre"
"1",136,-42.8,-5.70000000000005,1232,0,1,"c","centre"
"1",136,-291.3,-6.79999999999995,107,144,2,"d4","distracter"
"1",136,224.5,-170.4,442,642,3,"1","target"
"1",136,206.6,-151.2,251,905,4,"1","target"
"1",137,-38.3,-24.4,1202,0,1,"c","centre"
"1",137,-8.39999999999998,-376.3,256,291,2,"0","centre"
"1",137,-17.2,-343.7,1003,1310,3,"6","centre"
"1",138,-40.3,-19.3,1322,0,1,"c","centre"
"1",138,-53.2,223.3,299,334,2,"3","target"
"1",138,-51.9,263.5,395,745,3,"3","target"
"1",139,-38,-23,1211,0,1,"c","centre"
"1",139,-264.4,-133.2,502,537,2,"5","target"
"1",140,-36.9,-33.2,1266,0,1,"c","centre"
"1",140,177.5,29.1,152,194,2,"d1","distracter"
"1",140,173.7,99.1,374,589,3,"2","target"
"1",141,-48.2,-33,1207,0,1,"c","centre"
"1",141,153.6,56.4,220,258,2,"2","centre"
"1",141,158.5,102.3,659,1188,3,"2","centre"
"1",142,-40.6,-30.5,1237,0,1,"c","centre"
"1",142,201.3,-166.2,502,541,2,"1","target"
"1",143,-38.4,-35.2,1186,0,1,"c","centre"
"1",143,-247.4,-183.3,197,233,2,"5","centre"
"1",143,-279.2,-158.1,1032,1275,3,"5","centre"
"1",144,-43.4,-28,1207,0,1,"c","centre"
"1",144,5.70000000000005,-381.8,155,194,2,"0","centre"
"1",144,-15.6,-350.3,988,1192,3,"6","centre"
"1",145,-43.3,-13,1086,0,1,"c","centre"
"1",145,-51.1,247.4,324,380,2,"3","target"
"1",145,-55.1,264.7,179,569,3,"3","target"
"1",146,-41.1,-23.7,1212,0,1,"c","centre"
"1",146,-131.6,212.6,118,156,2,"d3","distracter"
"1",146,-54.9,254.7,407,586,3,"3","target"
"1",146,-46.3,271.4,281,875,4,"3","target"
"1",147,-37.8,-18.5,1206,0,1,"c","centre"
"1",147,-45.9,238.5,354,400,2,"3","target"
"1",147,-49.4,264.3,415,827,3,"3","target"
"1",148,-40.7,-14.4,1235,0,1,"c","centre"
"1",148,-177,-264.9,124,164,2,"d5","distracter"
"1",148,194.9,-171.4,579,788,3,"1","target"
"1",149,-38.2,-27.9,1247,0,1,"c","centre"
"1",149,50.8,184.2,171,210,2,"d2","centre"
"1",149,-8,-330.4,1148,1410,3,"6","centre"
"1",150,-44.1,-31.7,1212,0,1,"c","centre"
"1",150,-22.7,-356,522,570,2,"0","blank"
"1",150,-14.4,-311.2,187,775,3,"6","target"
"1",151,-38.3,-13.3,1230,0,1,"c","centre"
"1",151,-47.4,220.1,348,395,2,"3","target"
"1",151,-49.1,249.2,82,492,3,"3","target"
"1",152,-35.7,-11.5,1210,0,1,"c","centre"
"1",152,4.70000000000005,-355.6,289,328,2,"6","target"
"1",152,-9.10000000000002,-325.2,173,520,3,"6","target"
"1",153,-42.8,-21.4,1205,0,1,"c","centre"
"1",153,-267.7,90,460,499,2,"4","target"
"1",154,-42.5,-22.1,1222,0,1,"c","centre"
"1",154,-48.4,221.2,332,379,2,"3","target"
"1",154,-45.7,271.4,491,893,3,"3","target"
"1",155,-45.5,-7,1204,0,1,"c","centre"
"1",155,50.8,172.8,147,184,2,"d2","distracter"
"1",155,-268.5,125.2,415,640,3,"4","target"
"1",156,-36.4,6.79999999999995,285,0,1,"c","centre"
"1",156,-36.7,-4.5,765,962,2,"c","centre"
"1",156,-281.7,-8.29999999999995,121,1120,3,"d4","distracter"
"1",156,-32.2,224.7,284,1456,4,"3","target"
"1",156,-37.6,251.2,403,1871,5,"3","target"
"1",157,-34.8,-36.4,283,0,1,"c","centre"
"1",157,-34.9,-23.7,700,944,2,"c","centre"
"1",157,-40.9,184.7,188,1172,3,"3","target"
"1",157,-43.8,251.6,797,1990,4,"3","target"
"1",158,-39.3,-19,274,0,1,"c","centre"
"1",158,-43.3,-24.8,699,947,2,"c","centre"
"1",158,-265.8,-144.2,1052,2033,3,"5","target"
"1",159,-35.4,-35.3,248,0,1,"c","centre"
"1",159,-44.1,-31.6,720,969,2,"c","centre"
"1",159,-5.60000000000002,225.3,217,1224,3,"3","target"
"1",159,-43.7,257.8,553,1793,4,"3","target"
"1",160,-42,-26.9,1266,0,1,"c","centre"
"1",160,-152,134.3,144,177,2,"4","centre"
"1",160,-276.2,110.7,425,628,3,"4","centre"
"1",160,-286.2,116.6,826,1461,4,"4","centre"
"1",161,-44.3,-28.2,1202,0,1,"c","centre"
"1",161,192.3,70.5,225,264,2,"2","target"
"1",161,179.8,93.9,586,863,3,"2","target"
"1",162,-47.2,-21.9,1281,0,1,"c","centre"
