"","observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"5243","10",19,-4.5,22.6,1270,-1019,14693146,1,"c","centre"
"5244","10",19,-118.2,-273.8,140,293,14693328,2,"d5","distracter"
"5245","10",19,9.39999999999998,-276.9,134,467,14693496,3,"6","target"
"5246","10",20,-10.8,-14,1242,-1019,14698302,1,"c","centre"
"5247","10",20,-257.2,-170.2,536,265,14698880,2,"5","target"
"5248","10",21,-19.3,-1.10000000000002,1230,-1013,14703446,1,"c","centre"
"5249","10",21,103.7,170.3,148,253,14703630,2,"d2","distracter"
"5250","10",21,-221.5,103.1,120,447,14703796,3,"4","target"
"5251","10",21,-241.4,119.2,382,585,14704196,4,"4","target"
"5252","10",22,-11.3,-13.3,1224,-1022,14708632,1,"c","centre"
"5253","10",22,-142,-274.8,146,238,14708814,2,"d5","distracter"
"5254","10",22,220.2,99.7,554,454,14709438,3,"2","target"
"5255","10",23,-14.4,-18.1,1240,-1020,14713684,1,"c","centre"
"5256","10",23,131,-290.5,140,254,14713858,2,"d6","distracter"
"5257","10",23,1.20000000000005,197.9,140,448,14714052,3,"3","target"
"5258","10",23,8.60000000000002,252.4,362,610,14714436,4,"3","target"
"5259","10",23,-9.20000000000005,164.5,24,992,14714480,5,"3","target"
"5260","10",24,-12.6,-8.79999999999995,1242,-1018,14718688,1,"c","centre"
"5261","10",24,-241.3,-151.6,696,266,14719426,2,"5","target"
"5262","10",25,-6.20000000000005,5.79999999999995,1236,-1019,14723498,1,"c","centre"
"5263","10",25,244,-14.6,124,249,14723654,2,"d1","distracter"
"5264","10",25,-224.4,-206.7,98,419,14723798,3,"5","target"
"5265","10",25,-236.3,-168,462,539,14724282,4,"5","target"
"5266","10",26,-13.2,-15.2,1214,-1018,14728194,1,"c","centre"
"5267","10",26,123.3,-285.9,106,240,14728344,2,"d6","distracter"
"5268","10",26,-249.1,-162.7,622,392,14729012,3,"5","target"
"5269","10",27,-16.3,-15.5,1242,-1023,14732968,1,"c","centre"
"5270","10",27,-9.39999999999998,-294.5,732,253,14733734,2,"6","target"
"5271","10",28,-14.2,-17.8,1224,-1019,14737738,1,"c","centre"
"5272","10",28,-236.5,-154.7,530,251,14738314,2,"5","target"
"5273","10",29,-16.3,-22.6,334,-332,14741918,1,"c","centre"
"5274","10",29,-227.3,-129.5,244,32,14742192,2,"5","target"
"5275","10",29,18.7,-17.1,212,306,14742434,3,"c","centre"
"5276","10",29,-14.9,-8.10000000000002,340,538,14742794,4,"c","centre"
"5277","10",30,-9.10000000000002,-4.20000000000005,362,-360,14747444,1,"c","centre"
"5278","10",30,-30.8,-12,224,12,14747678,2,"c","centre"
"5279","10",30,-11.9,-18.1,606,244,14748292,3,"c","centre"
"5280","10",30,229.1,111.4,116,892,14748450,4,"2","target"
"5281","10",30,215.2,98.2,650,1018,14749110,5,"2","target"
"5282","10",31,-15.5,-5.60000000000002,1246,-1018,14753362,1,"c","centre"
"5283","10",31,25.2,231.6,86,276,14753496,2,"3","target"
"5284","10",31,-14.7,238.1,620,382,14754136,3,"3","target"
"5285","10",32,-17.5,18.9,294,-292,14757142,1,"c","centre"
"5286","10",32,2.39999999999998,176.9,878,36,14758054,2,"3","blank"
"5287","10",32,-158.5,-312.5,108,962,14758210,3,"d5","distracter"
"5288","10",32,-143.4,-267.2,156,1086,14758382,4,"d5","distracter"
"5289","10",33,-20.2,-14.5,1288,-1017,14763206,1,"c","centre"
"5290","10",33,-18,237.7,644,307,14763886,2,"3","target"
"5291","10",34,-12.5,3.79999999999995,1234,-1020,14767950,1,"c","centre"
"5292","10",34,64.7,136.5,40,256,14768032,2,"0","blank"
"5293","10",34,205.1,-169.3,168,342,14768246,3,"1","target"
"5294","10",34,218,-161.6,428,528,14768692,4,"1","target"
"5295","10",35,-20.4,-10.8,1244,-1018,14773462,1,"c","centre"
"5296","10",35,204.5,-14.1,92,276,14773604,2,"d1","distracter"
"5297","10",35,-242,141,146,420,14773802,3,"4","target"
"5298","10",35,-254,117.2,380,582,14774198,4,"4","target"
"5299","10",37,-18.5,-13.8,1238,-1019,14787256,1,"c","centre"
"5300","10",37,206.7,-146.5,726,261,14788024,2,"1","target"
"5301","10",38,-19.1,-14.9,1244,-1020,14793696,1,"c","centre"
"5302","10",38,-190.6,-250.4,164,266,14793902,2,"d5","distracter"
"5303","10",38,-256.8,-164,550,456,14794478,3,"5","target"
"5304","10",39,-17.6,-7.39999999999998,1250,-1016,14799306,1,"c","centre"
"5305","10",39,-11.3,-318.1,122,266,14799460,2,"6","target"
"5306","10",39,-24.4,-293.3,466,398,14799936,3,"6","target"
"5307","10",40,-17.9,-11.2,604,-602,14804012,1,"c","centre"
"5308","10",40,-25.8,-4.20000000000005,616,8,14804634,2,"c","centre"
"5309","10",40,-262.5,128.1,252,658,14804920,3,"4","target"
"5310","10",40,-237.5,111.3,172,920,14805102,4,"4","target"
"5311","10",41,-17.6,-5.89999999999998,1246,-1017,14813886,1,"c","centre"
"5312","10",41,-239.6,-150.1,684,275,14814616,2,"5","target"
"5313","10",42,-21.6,-12.8,1264,-1014,14820108,1,"c","centre"
"5314","10",42,-17.5,-327.8,106,294,14820258,2,"6","target"
"5315","10",43,-9.89999999999998,-13.7,1240,-1019,14825412,1,"c","centre"
"5316","10",43,-141.2,223.4,114,265,14825570,2,"d3","distracter"
"5317","10",43,199.9,86.2,136,427,14825754,3,"2","target"
"5318","10",43,213.3,105.7,430,577,14826198,4,"2","target"
"5319","10",44,-6.29999999999995,4.29999999999995,1238,-1023,14830090,1,"c","centre"
"5320","10",44,-141.3,220.7,92,261,14830228,2,"d3","distracter"
"5321","10",44,12.5,-331.3,84,419,14830378,3,"6","target"
"5322","10",44,-5.5,-290.9,486,527,14830888,4,"6","target"
"5323","10",45,-11.6,-26.1,1234,-1019,14834840,1,"c","centre"
"5324","10",45,-216.5,-129,464,257,14835346,2,"5","target"
"5325","10",46,3.5,-24.6,1250,-1025,14839334,1,"c","centre"
"5326","10",46,-148.4,-217.2,30,271,14839410,2,"d5","distracter"
"5327","10",46,-200.9,116.9,110,359,14839578,3,"4","target"
"5328","10",46,-235.3,105.2,382,489,14839980,4,"4","target"
"5329","10",47,-21.4,-12.8,1280,-1022,14843834,1,"c","centre"
"5330","10",47,219.1,75.6,124,330,14844030,2,"2","target"
"5331","10",48,-9.39999999999998,-10.4,1236,-1023,14848922,1,"c","centre"
"5332","10",48,6.5,248.3,116,261,14849086,2,"3","target"
"5333","10",49,-11.4,-13.7,232,-230,14853542,1,"c","centre"
"5334","10",49,-13.1,183.5,996,40,14854576,2,"3","blank"
"5335","10",49,99.3,190.6,252,1058,14854850,3,"d2","distracter"
"5336","10",49,-15.7,-333.4,120,1382,14855042,4,"6","target"
"5337","10",50,-8.89999999999998,-7.20000000000005,514,-512,14858774,1,"c","centre"
"5338","10",50,8.20000000000005,121.1,114,30,14858916,2,"0","blank"
"5339","10",50,-9.5,191,538,166,14859476,3,"3","blank"
"5340","10",50,202.9,-286.3,100,750,14859622,4,"d6","distracter"
"5341","10",50,230.3,-154.2,266,878,14859916,5,"1","target"
"5342","10",51,-14,-9.10000000000002,1256,-1016,14864452,1,"c","centre"
"5343","10",51,-220.8,-113.5,120,274,14864606,2,"5","target"
"5344","10",51,-240.6,-166.2,370,410,14864992,3,"5","target"
"5345","10",51,17.9,24.9,180,814,14865206,4,"c","centre"
"5346","10",52,-21.6,-6.20000000000005,1218,-1014,14869150,1,"c","centre"
"5347","10",52,-1.20000000000005,-314.5,102,238,14869286,2,"6","target"
"5348","10",52,-8.89999999999998,-287.4,360,352,14869658,3,"6","target"
"5349","10",52,46,-20.8,270,750,14869966,4,"c","centre"
"5350","10",53,-10.4,-7,1236,-1019,14874130,1,"c","centre"
"5351","10",53,-139.5,220.9,116,251,14874280,2,"d3","distracter"
"5352","10",53,-11.6,237.1,546,391,14874850,3,"3","target"
"5353","10",54,-8.39999999999998,23.1,182,-180,14877704,1,"c","centre"
"5354","10",54,33.7,193.1,174,34,14877910,2,"3","blank"
"5355","10",54,-20.5,-46.6,126,246,14878074,3,"c","centre"
"5356","10",54,-7.10000000000002,-17.7,666,388,14878756,4,"c","centre"
"5357","10",54,10.3,-289.9,146,1082,14878930,5,"6","target"
"5358","10",54,-11.8,-297.5,250,1236,14879188,6,"6","target"
"5359","10",54,28.7,98.6,266,1540,14879508,7,"0","blank"
"5360","10",55,-19.9,-10.4,1218,-1020,14883862,1,"c","centre"
"5361","10",55,-151.2,-243.7,62,238,14883964,2,"d5","distracter"
"5362","10",55,131.1,-199.9,52,348,14884064,3,"d6","blank"
"5363","10",55,207.2,-175.2,520,434,14884618,4,"1","target"
"5364","10",56,-10.4,-36.7,336,-334,14887548,1,"c","centre"
"5365","10",56,-22.3,-29.1,898,10,14888454,2,"c","centre"
"5366","10",56,-7.70000000000005,225.2,470,944,14888960,3,"3","target"
"5367","10",56,-4,-27.5,208,1446,14889200,4,"c","centre"
"5368","10",57,-16.3,-16.9,1224,-1022,14893000,1,"c","centre"
"5369","10",57,134,-270.3,66,232,14893096,2,"d6","distracter"
"5370","10",57,202.2,31.1,52,336,14893186,3,"d1","blank"
"5371","10",57,204.1,134.8,122,426,14893346,4,"2","target"
"5372","10",57,205.5,104.6,420,560,14893778,5,"2","target"
"5373","10",58,-12.3,-2.79999999999995,1218,-1023,14897560,1,"c","centre"
"5374","10",58,-130.8,179.8,100,229,14897694,2,"d3","distracter"
"5375","10",58,249.2,-222.7,112,387,14897864,3,"1","target"
"5376","10",58,219.9,-179.9,338,525,14898228,4,"1","target"
"5377","10",59,-10.2,-15,1212,-1018,14902460,1,"c","centre"
"5378","10",59,-134.4,208.9,116,226,14902608,2,"d3","distracter"
"5379","10",59,-230.9,-232.8,96,400,14902762,3,"0","blank"
"5380","10",59,-239.4,-169.4,514,520,14903300,4,"5","target"
"5381","10",60,-13,9.89999999999998,1218,-1025,14907026,1,"c","centre"
"5382","10",60,-136.4,198.9,100,237,14907170,2,"d3","distracter"
"5383","10",60,-234.6,-198.8,118,379,14907330,3,"5","target"
"5384","10",60,-243.9,-162.9,478,515,14907826,4,"5","target"
"5385","10",61,-13.1,-3.79999999999995,1230,-1023,14911840,1,"c","centre"
"5386","10",61,15.6,217.6,116,253,14912002,2,"3","target"
"5387","10",62,-14,-5.20000000000005,1228,-1024,14916588,1,"c","centre"
"5388","10",63,-20,4.60000000000002,306,-304,14920534,1,"c","centre"
"5389","10",63,-13.7,150,258,28,14920818,2,"0","blank"
"5390","10",63,-35.7,-29.6,128,316,14920976,3,"c","centre"
"5391","10",63,-13,-9,488,458,14921478,4,"c","centre"
"5392","10",63,-277.7,-12.3,100,982,14921614,5,"d4","distracter"
"5393","10",63,-7.29999999999995,230.3,614,1118,14922264,6,"3","target"
"5394","10",64,-16.1,-0.399999999999977,1462,-1012,14927034,1,"c","centre"
"5395","10",64,1.70000000000005,-345.4,72,492,14927148,2,"6","target"
"5396","10",65,-19.2,-11,1426,-1024,14931620,1,"c","centre"
"5397","10",65,-266.3,121.5,356,438,14932012,2,"4","target"
"5398","10",66,-19.9,-20,1274,-1023,14936970,1,"c","centre"
"5399","10",66,197.7,98.4,674,281,14937674,2,"2","target"
"5400","10",67,-22.3,3.20000000000005,1248,-1025,14941476,1,"c","centre"
"5401","10",67,-253.5,115.6,724,257,14942234,2,"4","target"
"5402","10",68,-20.4,7,1314,-1024,14946126,1,"c","centre"
"5403","10",68,-171.8,-118.6,26,320,14946182,2,"5","target"
"5404","10",68,-234.1,-126.5,112,360,14946308,3,"5","target"
"5405","10",68,-257.4,-166.3,510,486,14946832,4,"5","target"
"5406","10",69,-22.8,1.79999999999995,1210,-1018,14951062,1,"c","centre"
"5407","10",69,108.6,197.1,108,240,14951218,2,"d2","distracter"
"5408","10",69,240.5,-295.1,46,404,14951320,3,"0","blank"
"5409","10",69,214.7,-217.3,106,472,14951448,4,"d6","blank"
"5410","10",69,213.9,-188.1,180,594,14951644,5,"1","target"
"5411","10",70,-15.9,-5.60000000000002,1240,-1019,14956092,1,"c","centre"
"5412","10",70,-149.2,219.8,108,257,14956236,2,"d3","distracter"
"5413","10",70,195,95,146,421,14956438,3,"2","target"
"5414","10",70,219.3,113.5,394,577,14956842,4,"2","target"
"5415","10",71,-12.1,-8.10000000000002,1262,-1017,14960750,1,"c","centre"
"5416","10",71,-305.4,-43.2,106,279,14960890,2,"d4","distracter"
"5417","10",71,-228.7,-188.5,88,423,14961016,3,"5","target"
"5418","10",71,-251,-166.6,344,525,14961374,4,"5","target"
"5419","10",72,-10.5,-11.6,1206,-1018,14965326,1,"c","centre"
"5420","10",72,226.4,116.8,118,230,14965486,2,"2","target"
"5421","10",72,212.3,99.3,534,360,14966032,3,"2","target"
"5422","10",73,-23.3,-9.39999999999998,1212,-1018,14972950,1,"c","centre"
"5423","10",73,102.8,223,78,242,14973076,2,"d2","distracter"
"5424","10",73,211.1,-256.7,60,384,14973200,3,"d6","blank"
"5425","10",73,206.5,-175.6,150,466,14973372,4,"1","target"
"5426","10",73,212.3,-168.5,354,626,14973736,5,"1","target"
"5427","10",74,-13.2,-17.1,1230,-1018,14977852,1,"c","centre"
"5428","10",74,45.4,196.7,84,258,14977982,2,"3","target"
"5429","10",74,-12.9,207.8,188,364,14978192,3,"3","target"
"5430","10",74,-20.6,219.3,420,560,14978620,4,"3","target"
"5431","10",75,-13.7,-5.89999999999998,638,-636,14982526,1,"c","centre"
"5432","10",75,-34.7,-6.60000000000002,578,12,14983114,2,"c","centre"
"5433","10",75,107.5,-253.9,110,630,14983264,3,"d6","distracter"
"5434","10",75,-264,113.6,544,804,14983872,4,"4","target"
"5435","10",76,-14.9,4.5,1210,-1020,14987664,1,"c","centre"
"5436","10",76,113.4,169.6,132,238,14987844,2,"d2","distracter"
"5437","10",76,214.4,97.2,588,406,14988468,3,"2","target"
"5438","10",77,-18.9,-14.2,1292,-1023,14992410,1,"c","centre"
"5439","10",77,-0.299999999999955,-325.5,64,323,14992528,2,"6","target"
"5440","10",77,-17.7,-297.6,580,401,14993122,3,"6","target"
"5441","10",78,-8.10000000000002,-19,1368,-1018,14997292,1,"c","centre"
"5442","10",78,-255.4,108.4,620,384,14997946,2,"4","target"
"5443","10",79,-11.5,-7.39999999999998,1212,-1010,15002210,1,"c","centre"
"5444","10",79,-267.6,-200,96,246,15002350,2,"5","target"
"5445","10",79,-245.1,-159.7,446,356,15002810,3,"5","target"
"5446","10",79,9.89999999999998,21.8,158,842,15003008,4,"c","centre"
"5447","10",80,-11.9,-22.9,606,-604,15006330,1,"c","centre"
"5448","10",80,-103,-78.4,168,40,15006536,2,"0","blank"
"5449","10",80,-19.5,-7.20000000000005,416,234,15006978,3,"c","centre"
"5450","10",80,-14.6,-378.8,72,694,15007094,4,"0","blank"
"5451","10",80,-23.7,-313.4,140,784,15007252,5,"6","target"
"5452","10",80,-8.89999999999998,-287.7,476,934,15007738,6,"6","target"
"5453","10",81,-20.7,-0.799999999999955,1212,-1022,15011870,1,"c","centre"
"5454","10",81,-174.1,-263.3,66,228,15011974,2,"d5","distracter"
"5455","10",81,-238.2,143.6,134,356,15012170,3,"4","target"
"5456","10",82,-17.5,9.39999999999998,1196,-1020,15016720,1,"c","centre"
"5457","10",82,90.5999999999999,206.5,118,230,15016892,2,"d2","distracter"
"5458","10",82,209.8,-208.3,90,412,15017046,3,"1","target"
"5459","10",82,209.7,-170.2,444,520,15017508,4,"1","target"
"5460","10",83,-18,-12,1222,-1015,15021418,1,"c","centre"
"5461","10",83,-13.8,-336.5,72,249,15021532,2,"6","target"
"5462","10",83,-15.4,-276.5,632,341,15022184,3,"6","target"
"5463","10",84,-21.4,4.20000000000005,1210,-1020,15026168,1,"c","centre"
"5464","10",84,90.3,201.2,120,226,15026324,2,"d2","distracter"
"5465","10",84,-19.8,-346.9,68,406,15026452,3,"6","target"
"5466","10",84,-17.3,-287.6,508,496,15026982,4,"6","target"
"5467","10",85,-20.2,-3.20000000000005,1206,-1019,15030732,1,"c","centre"
"5468","10",85,97.5,225.3,120,245,15030910,2,"d2","distracter"
"5469","10",85,-21.8,234.2,556,399,15031500,3,"3","target"
"5470","10",86,-6.5,-10.1,1226,-1019,15035652,1,"c","centre"
"5471","10",86,-255.8,97.4,154,239,15035838,2,"4","target"
"5472","10",86,-239.5,117.5,440,405,15036290,3,"4","target"
"5473","10",87,-8.20000000000005,0.600000000000023,1214,-1019,15040874,1,"c","centre"
"5474","10",87,-238.3,-171.1,134,237,15041050,2,"5","target"
"5475","10",87,-223.7,-159.7,354,383,15041416,3,"5","target"
"5476","10",88,-10.2,-10.2,1214,-1018,15046392,1,"c","centre"
"5477","10",88,249.2,-7.60000000000002,78,226,15046500,2,"d1","distracter"
"5478","10",88,211.5,101.8,636,330,15047162,3,"2","target"
"5479","10",89,-14.5,-20.1,1240,-1018,15051052,1,"c","centre"
"5480","10",89,79.4000000000001,-216.8,50,258,15051138,2,"d6","distracter"
"5481","10",89,-21.5,234.5,602,346,15051778,3,"3","target"
"5482","10",90,-11.1,-30.4,1264,-1019,15055942,1,"c","centre"
"5483","10",90,-135.7,193.5,114,281,15056092,2,"d3","distracter"
"5484","10",90,-17.3,227.1,570,417,15056684,3,"3","target"
"5485","10",91,-12.3,-18.1,476,-474,15059772,1,"c","centre"
"5486","10",91,-13.2,120.3,208,26,15060004,2,"0","blank"
"5487","10",91,-18,166.2,530,246,15060546,3,"3","blank"
"5488","10",91,-295,106.3,256,810,15060836,4,"4","target"
"5489","10",91,-232.6,92.4,330,1078,15061178,5,"4","target"
"5490","10",92,-17.4,-35.1,1276,-1023,15065218,1,"c","centre"
"5491","10",92,230.4,-185.7,130,289,15065384,2,"1","target"
"5492","10",92,208.7,-167.9,560,429,15065954,3,"1","target"
"5493","10",93,-15.8,-43,1228,-1023,15070304,1,"c","centre"
"5494","10",93,-310.5,-16.4,140,237,15070476,2,"d4","distracter"
"5495","10",93,-251.9,91.6,506,405,15071010,3,"4","target"
"5496","10",94,-14.8,-24.7,1288,-1017,15075370,1,"c","centre"
"5497","10",94,187.2,107.4,242,301,15075642,2,"2","target"
"5498","10",94,220.5,95.8,412,553,15076064,3,"2","target"
"5499","10",95,-17.9,-6.60000000000002,482,-480,15079124,1,"c","centre"
"5500","10",95,-17.5,1.70000000000005,716,10,15079848,2,"c","centre"
"5501","10",95,224,-64.5,100,780,15080002,3,"1","target"
"5502","10",95,187.5,-146.5,620,912,15080654,4,"1","target"
"5503","10",96,-28.9,2.29999999999995,1210,-1024,15084336,1,"c","centre"
"5504","10",96,174.7,-227.2,72,218,15084440,2,"d6","distracter"
"5505","10",96,198.2,-161.4,652,314,15085116,3,"1","target"
"5506","10",97,-9.60000000000002,-34.3,1228,-1016,15089112,1,"c","centre"
"5507","10",97,-6.79999999999995,226.1,576,248,15089724,2,"3","target"
"5508","10",98,-8.20000000000005,47.9,416,-414,15092828,1,"c","centre"
"5509","10",98,-1.10000000000002,-8.79999999999995,790,20,15093636,2,"c","centre"
"5510","10",98,234.6,-197.2,134,858,15093818,3,"1","target"
"5511","10",98,222.4,-173.1,572,1010,15094408,4,"1","target"
"5512","10",99,-5,-0.299999999999955,314,-312,15097208,1,"c","centre"
"5513","10",99,-6.39999999999998,-16.1,708,260,15098174,2,"c","centre"
"5514","10",99,-269.6,100.1,224,1010,15098440,3,"4","target"
"5515","10",99,-235.8,107.7,440,1244,15098890,4,"4","target"
"5516","10",100,-5.39999999999998,-18.5,1220,-1019,15102786,1,"c","centre"
"5517","10",100,108.6,199.3,100,251,15102936,2,"d2","distracter"
"5518","10",100,-207.8,-213.1,120,407,15103112,3,"d5","blank"
"5519","10",100,-240.7,-182.5,422,549,15103556,4,"5","target"
"5520","10",101,-10.9,-20,1264,-1022,15107428,1,"c","centre"
"5521","10",101,-231.5,85.2,182,276,15107644,2,"4","target"
"5522","10",101,-241.3,91.4,460,476,15108122,3,"4","target"
"5523","10",102,-17.4,-15,328,-326,15111058,1,"c","centre"
"5524","10",102,-19.2,-13.1,666,280,15112002,2,"c","centre"
"5525","10",102,-10.8,241.6,474,996,15112526,3,"3","target"
"5526","10",103,-6.10000000000002,-3.5,578,-576,15115996,1,"c","centre"
"5527","10",103,-10.7,6.29999999999995,36,20,15116050,2,"c","centre"
"5528","10",103,-9.5,-7.60000000000002,440,270,15116704,3,"c","centre"
"5529","10",103,-252.8,108.3,562,742,15117298,4,"4","target"
"5530","10",104,-16.8,-18.8,844,-842,15120778,1,"c","centre"
"5531","10",104,-11.3,-2.5,392,14,15121182,2,"c","centre"
"5532","10",104,97.9000000000001,170.4,112,436,15121324,3,"d2","distracter"
"5533","10",104,-254.5,-258.4,106,598,15121480,4,"0","blank"
"5534","10",105,-18.5,-30.7,1244,-1016,15126232,1,"c","centre"
"5535","10",105,-105.2,93.5,34,260,15126298,2,"0","blank"
"5536","10",105,125.1,-132.9,58,354,15126416,3,"d6","blank"
"5537","10",105,201.1,-155.7,284,434,15126722,4,"1","target"
"5538","10",106,-6.39999999999998,-46.3,1224,-1018,15130994,1,"c","centre"
"5539","10",106,-197.6,-301,96,256,15131140,2,"0","blank"
"5540","10",106,188.8,161.6,98,420,15131306,3,"2","target"
"5541","10",106,211.8,92.7,216,554,15131558,4,"2","target"
"5542","10",106,209.5,107.1,232,778,15131798,5,"2","target"
"5543","10",107,-32.7,-16.1,1238,-1025,15135968,1,"c","centre"
"5544","10",107,-16.3,-337.1,66,245,15136066,2,"6","target"
"5545","10",108,-26.6,-11,1230,-1017,15141486,1,"c","centre"
"5546","10",108,201.9,82.9,182,247,15141702,2,"2","target"
"5547","10",108,192,99.1,530,437,15142240,3,"2","target"
"5548","10",109,-20.9,-6.10000000000002,1204,-1015,15149396,1,"c","centre"
"5549","10",109,119.1,-291.6,122,221,15149550,2,"d6","distracter"
"5550","10",109,-245.4,-148.1,582,399,15150188,3,"5","target"
"5551","10",110,-21,-21.4,1222,-1022,15153974,1,"c","centre"
"5552","10",110,-264,107.2,194,238,15154206,2,"4","target"
"5553","10",110,-253.6,118.7,510,450,15154734,3,"4","target"
"5554","10",111,-14.6,-20.7,540,-538,15157776,1,"c","centre"
"5555","10",111,-10.4,-5.70000000000005,654,20,15158448,2,"c","centre"
"5556","10",111,-251.1,111.8,628,718,15159120,3,"4","target"
"5557","10",112,-22.1,-6.89999999999998,632,-630,15162522,1,"c","centre"
"5558","10",112,-30.7,7.10000000000002,558,22,15163100,2,"c","centre"
"5559","10",112,131.4,107.5,68,658,15163246,3,"2","target"
"5560","10",112,230.8,103.8,114,762,15163396,4,"2","target"
"5561","10",112,214.2,93.5,478,884,15163882,5,"2","target"
"5562","10",113,-13.9,-17.7,1186,-1018,15167976,1,"c","centre"
"5563","10",113,80.8,196.2,96,216,15168120,2,"d2","distracter"
"5564","10",113,-19.8,226.1,538,350,15168696,3,"3","target"
"5565","10",114,-14.7,-18,484,-482,15171926,1,"c","centre"
"5566","10",114,-8.60000000000002,-15.6,714,10,15172648,2,"c","centre"
"5567","10",114,-10.3,212.8,158,768,15172850,3,"3","target"
"5568","10",114,-11.7,233.6,548,936,15173408,4,"3","target"
"5569","10",116,-11.4,-11.4,1280,-1018,15182238,1,"c","centre"
"5570","10",116,-7.39999999999998,195.8,134,294,15182404,2,"3","target"
"5571","10",116,-3.70000000000005,224.3,514,446,15182936,3,"3","target"
"5572","10",117,-9.20000000000005,-14.6,1234,-1022,15186756,1,"c","centre"
"5573","10",117,-281.6,-4.5,48,256,15186848,2,"d4","distracter"
"5574","10",117,-45.1,218.5,120,336,15187000,3,"3","target"
"5575","10",117,-7.89999999999998,239.6,476,476,15187496,4,"3","target"
"5576","10",118,-11.5,-8.20000000000005,496,-494,15190904,1,"c","centre"
"5577","10",118,-13,-4.60000000000002,714,10,15191626,2,"c","centre"
"5578","10",118,-14.5,-347.8,48,770,15191720,3,"6","target"
"5579","10",118,-17.8,-279.3,534,840,15192276,4,"6","target"
"5580","10",119,-10.4,-9.10000000000002,1216,-1025,15196102,1,"c","centre"
"5581","10",119,-125.8,203.1,76,237,15196224,2,"d3","distracter"
"5582","10",119,-2.79999999999995,238.3,560,347,15196818,3,"3","target"
"5583","10",120,-12.8,-15.2,322,-320,15200102,1,"c","centre"
"5584","10",120,-14.1,-14.4,864,22,15200986,2,"c","centre"
"5585","10",120,131.6,-290.1,96,928,15201124,3,"d6","distracter"
"5586","10",120,205.1,18.9,70,1072,15201242,4,"d1","blank"
"5587","10",120,196.3,89.5,150,1176,15201426,5,"2","target"
"5588","10",120,211.2,107.3,352,1340,15201792,6,"2","target"
"5589","10",121,-9.29999999999995,-11.3,1216,-1025,15205786,1,"c","centre"
"5590","10",121,-14.3,238.3,718,237,15206550,2,"3","target"
"5591","10",122,-17.9,-26.4,496,-494,15209924,1,"c","centre"
"5592","10",122,-10.1,-8.60000000000002,742,8,15210672,2,"c","centre"
"5593","10",122,-235.9,-162.2,592,792,15211306,3,"5","target"
"5594","10",123,-29.8,-29.4,368,-366,15214462,1,"c","centre"
"5595","10",123,-2.60000000000002,-12.1,818,12,15215290,2,"c","centre"
"5596","10",123,-124.3,209.7,120,864,15215444,3,"d3","distracter"
"5597","10",123,-228.9,114,424,1024,15215908,4,"4","target"
"5598","10",123,56.1,-25.3,156,1480,15216096,5,"c","centre"
"5599","10",124,-3.39999999999998,-31.3,296,-294,15218870,1,"c","centre"
"5600","10",124,-8.39999999999998,-9.39999999999998,920,14,15219802,2,"c","centre"
"5601","10",124,-12,234.7,692,990,15220550,3,"3","target"
"5602","10",125,-12,29.6,236,-234,15223292,1,"c","centre"
"5603","10",125,-5.60000000000002,-6.10000000000002,352,18,15223660,2,"c","centre"
"5604","10",125,-6.20000000000005,12.9,598,390,15224278,3,"c","centre"
"5605","10",125,-241.3,121.9,540,1032,15224862,4,"4","target"
"5606","10",127,-15.6,-0.299999999999955,1210,-1025,15233700,1,"c","centre"
"5607","10",127,108.3,204.3,136,231,15233882,2,"d2","distracter"
"5608","10",127,210.6,98,566,407,15234488,3,"2","target"
"5609","10",128,-14.5,-24.5,300,-298,15237310,1,"c","centre"
"5610","10",128,-7.20000000000005,-8.60000000000002,938,12,15238258,2,"c","centre"
"5611","10",128,-8,215.6,614,986,15238908,3,"3","target"
"5612","10",129,-10.8,-18.3,1228,-1022,15242722,1,"c","centre"
"5613","10",129,208,100.9,728,236,15243480,2,"2","target"
"5614","10",130,-14.8,-16.2,722,-720,15247170,1,"c","centre"
"5615","10",130,-10.7,1,484,20,15247672,2,"c","centre"
"5616","10",130,209.8,100.1,700,546,15248414,3,"2","target"
"5617","10",131,-8.20000000000005,-21,1350,-1025,15252508,1,"c","centre"
"5618","10",131,194.1,-176.4,154,363,15252700,2,"1","target"
"5619","10",132,23.5,-70.7,1344,-1025,15257036,1,"c","centre"
"5620","10",133,24.4,-85,1288,-1024,15262232,1,"c","centre"
"5621","10",133,-18.1,-290.5,656,302,15262926,2,"6","target"
"5622","10",134,-10.1,-4.79999999999995,362,-360,15266798,1,"c","centre"
"5623","10",134,-8.70000000000005,-15.7,250,190,15267236,2,"c","centre"
"5624","10",134,-5.29999999999995,-226,398,474,15267668,3,"6","blank"
"5625","10",134,-143.8,-247.9,66,896,15267758,4,"d5","distracter"
"5626","10",134,7.79999999999995,212.8,196,1016,15268008,5,"3","target"
"5627","10",134,-6.70000000000005,225,410,1222,15268428,6,"3","target"
"5628","10",135,-12.5,-8.70000000000005,1206,-1017,15272492,1,"c","centre"
"5629","10",135,106.6,207.6,126,223,15272652,2,"d2","distracter"
"5630","10",135,-249.5,110.9,570,393,15273266,3,"4","target"
"5631","10",136,-18.3,3.79999999999995,1196,-1018,15277264,1,"c","centre"
"5632","10",136,141.6,-284.1,74,212,15277372,2,"d6","distracter"
