"observer","trial","x","y","dur","onset","offset","n","aoi2","aoi"
"4",399,3.39999999999998,-287,1019,1405,3631767,3,"target","6"
"4",400,-1.5,-9.5,1240,0,3636067,1,"centre","c"
"4",400,-217.7,94,180,1281,3636288,2,"target","4"
"4",400,-228.7,111.9,528,1474,3636829,3,"target","4"
"4",401,-9,-27.1,1293,0,3685891,1,"centre","c"
"4",401,-220.8,-148,166,1330,3686094,2,"target","5"
"4",402,-19.3,-15.7,1197,0,3691712,1,"centre","c"
"4",402,-187.1,-202.9,123,1235,3691873,2,"distracter","d5"
"4",402,-237.7,-164.2,517,1375,3692407,3,"target","5"
"4",403,-5.29999999999995,-19.2,1205,0,3697493,1,"centre","c"
"4",403,244.6,-62.2,94,1243,3697625,2,"distracter","d1"
"4",404,-13.4,-31.7,1279,0,3703094,1,"centre","c"
"4",405,-7.89999999999998,-29.6,1224,0,3709674,1,"centre","c"
"4",405,149.5,-6.60000000000002,94,1255,3709799,2,"blank","0"
"4",406,-15.1,-12.2,1192,0,3715043,1,"centre","c"
"4",406,-242.7,-148.8,753,1230,3715834,2,"target","5"
"4",407,-32.3,-53.4,1245,0,3720612,1,"-","c"
"4",407,220.3,91,141,1288,3720796,2,"-","2"
"4",407,228.6,123.5,1296,1443,3722106,3,"-","2"
"4",408,-14.1,-19.1,1198,0,3726101,1,"centre","c"
"4",408,276.3,-50.8,116,1239,3726258,2,"distracter","d1"
"4",408,224,-157.4,398,1380,3726681,3,"target","1"
"4",409,-16.7,-18.1,1197,0,3730983,1,"centre","c"
"4",409,-0.600000000000023,218.9,191,1239,3731216,2,"target","3"
"4",409,-6.39999999999998,248.6,477,1442,3731705,3,"target","3"
"4",410,-3.89999999999998,-27.2,1241,0,3736426,1,"centre","c"
"4",410,-250.2,-173.7,537,1279,3737001,2,"target","5"
"4",411,-10.7,-23.5,1207,0,3741910,1,"centre","c"
"4",411,170.7,-204.2,132,1245,3742080,2,"distracter","d6"
"4",411,226.2,-168.2,643,1394,3742740,3,"target","1"
"4",412,-12.5,-10.1,1212,0,3747266,1,"centre","c"
"4",412,112,-194,95,1251,3747400,2,"distracter","d6"
"4",412,197.5,196,119,1390,3747563,3,"target","2"
"4",412,218.1,129.3,809,1526,3748389,4,"target","2"
"4",413,-7.89999999999998,-15.2,1224,0,3752512,1,"centre","c"
"4",413,-221.5,109.8,219,1259,3752766,2,"target","4"
"4",413,-248.3,105.5,337,1487,3753112,3,"target","4"
"4",414,-6.20000000000005,-18.5,1208,0,3757480,1,"centre","c"
"4",414,-197.5,93.1,151,1242,3757665,2,"target","4"
"4",414,-238.3,104.5,478,1406,3758156,3,"target","4"
"4",415,-10,-18.1,1245,0,3763134,1,"centre","c"
"4",415,-238.6,-155,556,1281,3763726,2,"target","5"
"4",416,-11.4,-24.8,1187,0,3768043,1,"centre","c"
"4",416,-241.4,-156,169,1225,3768250,2,"target","5"
"4",416,-262.3,-175.4,708,1403,3768967,3,"target","5"
"4",417,-15.4,-37.3,1212,0,3773551,1,"centre","c"
"4",417,225,-151.9,397,1251,3773987,2,"target","1"
"4",417,238.2,-167.7,486,1656,3774481,3,"target","1"
"4",418,-12.6,-22.9,1211,0,3779189,1,"centre","c"
"4",418,-70.4,211.1,178,1250,3779406,2,"distracter","d3"
"4",418,-3.70000000000005,241.8,913,1444,3780335,3,"target","3"
"4",419,-2.60000000000002,-21.3,1257,0,3785632,1,"centre","c"
"4",419,-252,-153.5,789,1300,3786464,2,"target","5"
"4",420,-8.79999999999995,-35.2,1194,0,3790722,1,"centre","c"
"4",420,236.7,108.5,845,1234,3791607,2,"target","2"
"4",421,-1.20000000000005,-27.4,1244,0,3796520,1,"centre","c"
"4",421,207.8,-120.9,153,1310,3796739,2,"target","1"
"4",421,238,-148.3,828,1477,3797581,3,"target","1"
"4",422,5.39999999999998,-40.3,1313,0,3802900,1,"centre","c"
"4",422,4.10000000000002,244,1064,1352,3804003,2,"target","3"
"4",423,-3.20000000000005,-34.2,1210,0,3809071,1,"centre","c"
"4",423,-51.5,199.4,110,1250,3809221,2,"target","3"
"4",423,-0.399999999999977,254,890,1378,3810129,3,"target","3"
"4",424,-5,-14,1299,0,3815794,1,"centre","c"
"4",424,214,-181.1,228,1338,3816061,2,"target","1"
"4",424,236.9,-160.1,966,1574,3817035,3,"target","1"
"4",425,-11.6,-22,1215,0,3821610,1,"centre","c"
"4",425,-5.10000000000002,-286.1,764,1251,3822410,2,"target","6"
"4",427,-13.8,-30.9,1363,0,3833759,1,"centre","c"
"4",427,-224,-139.2,158,1398,3833952,2,"target","5"
"4",427,-258.5,-152.9,588,1568,3834552,3,"target","5"
"4",428,-11.8,-24.3,1233,0,3839545,1,"centre","c"
"4",428,-241.1,97.4,585,1272,3840169,2,"target","4"
"4",429,-11,-12,139,0,3843669,1,"centre","c"
"4",429,-134.8,90.1,1044,165,3844739,2,"blank","4"
"4",429,-2.10000000000002,241.1,308,1243,3845081,3,"target","3"
"4",429,-2.89999999999998,250,316,1562,3845408,4,"target","3"
"4",430,-13.8,-6.5,197,0,3850094,1,"centre","c"
"4",430,0.399999999999977,74.2,306,219,3850422,2,"centre","c"
"4",430,-4.39999999999998,26.8,691,540,3851128,3,"centre","c"
"4",430,110.5,-195.8,76,1271,3851244,4,"distracter","d6"
"4",430,-197.6,132,170,1398,3851465,5,"target","4"
"4",430,-249.2,121.7,265,1584,3851746,6,"target","4"
"4",431,-20.9,-21.7,1228,0,3856744,1,"centre","c"
"4",431,85.5,-295.5,152,1267,3856935,2,"distracter","d6"
"4",431,11.8,-301.9,703,1436,3857655,3,"target","6"
"4",432,-3.29999999999995,-36.8,1245,0,3873696,1,"centre","c"
"4",432,116.8,193.5,164,1282,3873897,2,"distracter","d2"
"4",432,223.1,-163.2,610,1501,3874562,3,"target","1"
"5",1,1.20000000000005,-6.79999999999995,563,0,960398,1,"centre","c"
"5",1,1,88.7,182,588,960605,2,"centre","c"
"5",1,8.20000000000005,-2,220,794,960849,3,"centre","c"
"5",1,-9.89999999999998,229.3,235,1056,961126,4,"target","3"
"5",1,-149.3,-142.2,262,1337,961434,5,"blank","5"
"5",1,-113.5,-248.6,312,1626,961773,6,"blank","d5"
"5",1,-147.6,-3.60000000000002,202,2379,962416,7,"blank","0"
"5",2,-9.29999999999995,-4.29999999999995,1238,0,968490,1,"centre","c"
"5",2,-214.9,-87.8,288,1272,968812,2,"blank","5"
"5",2,-11.3,-87.8,250,1598,969100,3,"centre","c"
"5",3,0.100000000000023,-0.100000000000023,1249,0,974885,1,"centre","c"
"5",3,74.5999999999999,130.3,166,1273,975075,2,"blank","0"
"5",3,121.8,196.3,154,1460,975250,3,"blank","d2"
"5",3,-6.20000000000005,256.3,208,1637,975481,4,"blank","3"
"5",3,143.2,210.2,320,1871,975827,5,"blank","d2"
"5",3,24.8,245.1,361,2214,976211,6,"blank","3"
"5",4,2.29999999999995,-4,92,0,980012,1,"centre","c"
"5",4,2.5,28.3,205,111,980236,2,"centre","c"
"5",4,-8.10000000000002,-21.2,247,333,980500,3,"centre","c"
"5",4,24.6,180.3,610,624,981154,4,"blank","3"
"5",4,-169.1,64.8,288,1275,981483,5,"blank","4"
"5",4,197.3,-8.5,378,1607,981905,6,"blank","d1"
"5",5,-6.89999999999998,1.10000000000002,187,0,987274,1,"centre","c"
"5",5,-4.10000000000002,29.4,137,431,987655,2,"centre","c"
"5",5,3.10000000000002,-9.60000000000002,693,585,988365,3,"centre","c"
"5",5,134.3,-23.6,143,1304,988534,4,"blank","0"
"5",5,-29.8,119.6,400,1474,988961,5,"blank","0"
"5",6,-4.20000000000005,-7.10000000000002,320,0,994373,1,"centre","c"
"5",6,-1.89999999999998,11,274,524,994851,2,"centre","c"
"5",6,4,-16.5,446,810,995309,3,"centre","c"
"5",6,89.9000000000001,-28,173,1276,995502,4,"centre","c"
"5",6,-158.8,-7.70000000000005,512,1487,996052,5,"blank","d4"
"5",7,-7.89999999999998,-10,1234,0,1001809,1,"centre","c"
"5",7,-47.6,24.9,192,1302,1002069,2,"centre","c"
"5",7,-21,220.2,277,1529,1002381,3,"blank","3"
"5",7,-115.6,69.5,394,1831,1002800,4,"blank","0"
"5",8,-6.39999999999998,-0.799999999999955,273,0,1012611,1,"centre","c"
"5",8,0.700000000000045,12.9,778,457,1013573,2,"centre","c"
"5",8,123.6,-181.5,129,1274,1013741,3,"blank","d6"
"5",8,-141.7,-98,313,1437,1014088,4,"target","5"
"5",8,98.3,-127.2,381,1777,1014496,5,"blank","d6"
"5",8,-23,44.5,608,2189,1015135,6,"centre","c"
"5",9,-6.79999999999995,-6.60000000000002,1367,0,1020691,1,"centre","c"
"5",9,-43.3,-8,861,1387,1021572,2,"centre","c"
"5",10,2.5,-8.70000000000005,1472,0,1025729,1,"centre","c"
"5",10,30.6,-83.9,321,1499,1026077,2,"centre","c"
"5",10,124.5,-32.4,163,1839,1026259,3,"blank","0"
"5",10,34.7,170.3,272,2042,1026571,4,"blank","3"
"5",10,-194.2,141.4,272,2347,1026876,5,"blank","4"
"5",11,34,-65.2,61,0,1036037,1,"centre","c"
"5",11,-969.6,112.5,335,141,1036452,2,"blank","0"
"5",11,-113.7,5.20000000000005,313,542,1036831,3,"blank","0"
"5",11,-14.3,7.10000000000002,144,880,1037000,4,"centre","c"
"5",11,-27.9,15.7,73,1188,1037237,5,"centre","c"
"5",11,-143.3,206.4,406,1294,1037676,6,"blank","d3"
"5",11,198.6,92.4,402,1738,1038116,7,"blank","2"
"5",12,-5.70000000000005,-9.5,173,0,1044598,1,"centre","c"
"5",12,-0.299999999999955,7.39999999999998,818,411,1045654,2,"centre","c"
"5",12,124.2,180.8,141,1261,1045827,3,"distracter","d2"
"5",12,200.9,-172,133,1685,1046243,4,"blank","1"
"5",13,-12.8,-12,2656,0,1053020,1,"centre","c"
"5",14,-45.6,-7.20000000000005,1430,0,1057711,1,"centre","c"
"5",15,-84.9,32.2,2310,0,1064371,1,"centre","c"
"5",16,-8.39999999999998,6.89999999999998,261,0,1067789,1,"centre","c"
"5",16,-22.8,154.8,166,286,1067980,2,"blank","0"
"5",16,2.39999999999998,4.10000000000002,909,483,1068920,3,"centre","c"
"5",16,-73.3,-27.3,358,1416,1069302,4,"centre","c"
"5",17,9,-1.79999999999995,279,0,1073808,1,"centre","c"
"5",17,-9.10000000000002,-12.8,116,479,1074124,2,"centre","c"
"5",17,1.70000000000005,2.5,899,606,1075034,3,"centre","c"
"5",17,-2.79999999999995,43.1,592,1520,1075641,4,"centre","c"
"5",18,-0.100000000000023,4.70000000000005,2086,0,1082834,1,"centre","c"
"5",18,-40.1,-0.399999999999977,274,2096,1083118,2,"centre","c"
"5",19,13.4,14.6,889,0,1088685,1,"centre","c"
"5",19,1.70000000000005,3.79999999999995,249,1063,1089108,2,"centre","c"
"5",19,14.9,144.4,319,1352,1089467,3,"blank","0"
"5",19,-47.7,-5.60000000000002,689,1705,1090190,4,"centre","c"
"5",20,0.200000000000045,4.70000000000005,303,0,1094052,1,"centre","c"
"5",20,-5.29999999999995,-7,33,466,1094248,2,"centre","c"
"5",20,0.700000000000045,-4.39999999999998,565,687,1095001,3,"centre","c"
"5",20,-219.9,11.1,266,1285,1095300,4,"blank","d4"
"5",20,58.1,0.299999999999955,386,1592,1095727,5,"centre","c"
"5",21,-4.70000000000005,-1.60000000000002,259,0,1099926,1,"centre","c"
"5",21,-0.200000000000045,-20.5,232,454,1100353,2,"centre","c"
"5",21,-19.3,76.6,238,703,1100608,3,"centre","c"
"5",21,-3.39999999999998,-2.5,354,963,1100984,4,"centre","c"
"5",21,-90.6,-18.2,239,1342,1101248,5,"centre","c"
"5",21,141.2,-44.3,207,1620,1101494,6,"blank","0"
"5",21,-38.5,-139.1,390,1855,1101912,7,"blank","0"
"5",22,-27,8.10000000000002,1240,0,1107289,1,"centre","c"
"5",22,-189.1,-21.8,147,1271,1107467,2,"distracter","d4"
"5",22,18.5,-15.8,671,1442,1108162,3,"centre","c"
"5",23,-1.20000000000005,12.2,1292,0,1114142,1,"centre","c"
"5",23,168.1,-47.4,183,1319,1114352,2,"target","1"
"5",23,32.2,-17.6,660,1540,1115050,3,"centre","c"
"5",24,2.79999999999995,-4.10000000000002,153,0,1120222,1,"centre","c"
"5",24,0,8.70000000000005,1177,162,1121408,2,"centre","c"
"5",24,-59.1,50.2,538,1356,1121963,3,"centre","c"
"5",25,-5.70000000000005,10,382,0,1128167,1,"centre","c"
"5",25,-7.39999999999998,144.4,176,404,1128365,2,"blank","0"
"5",25,-4.89999999999998,22.5,634,622,1129041,3,"centre","c"
"5",25,-68.1,-72,708,1281,1129774,4,"centre","c"
"5",26,8.39999999999998,0.299999999999955,712,0,1134947,1,"centre","c"
"5",26,18.2,18.4,631,736,1135602,2,"centre","c"
"5",26,-23.9,-10.4,184,1383,1135802,3,"centre","c"
"5",26,-19.5,66.5,325,1585,1136145,4,"centre","c"
"5",26,2.10000000000002,-147.7,296,1948,1136479,5,"blank","0"
"5",27,-6.89999999999998,-15.1,1891,0,1142409,1,"centre","c"
"5",28,4.29999999999995,-7,331,0,1146284,1,"-","c"
"5",28,4.70000000000005,8.79999999999995,342,539,1146834,2,"-","c"
"5",28,1.29999999999995,116.2,176,893,1147022,3,"-","0"
"5",28,15.9,263.2,144,1104,1147201,4,"-","3"
"5",28,229.3,133.8,267,1287,1147507,5,"-","2"
"5",28,7,-24.9,382,1599,1147934,6,"-","c"
"5",28,129.4,95.3,153,2017,1148123,7,"-","2"
"5",28,218,125.7,282,2193,1148428,8,"-","2"
"5",28,244,131.7,218,2486,1148657,9,"-","2"
"5",29,6.79999999999995,0.100000000000023,1260,0,1153546,1,"centre","c"
"5",29,-79,23.9,240,1284,1153810,2,"centre","c"
"5",29,-129.9,171.8,306,1548,1154140,3,"distracter","d3"
"5",30,-7.89999999999998,-8.10000000000002,1677,0,1160198,1,"centre","c"
"5",30,-47.1,15.5,756,1686,1160963,2,"centre","c"
"5",31,4.29999999999995,-0.600000000000023,281,0,1165269,1,"centre","c"
"5",31,71.0999999999999,88.4,169,305,1165462,2,"blank","0"
"5",31,5,3.79999999999995,782,500,1166270,3,"centre","c"
"5",31,17.7,-96.6,227,1312,1166527,4,"centre","c"
"5",31,-21.6,72.8,205,1582,1166775,5,"centre","c"
"5",31,-4,153.8,176,1809,1166973,6,"blank","0"
"5",31,15.6,-185.6,304,2033,1167325,7,"target","6"
"5",32,4.5,-2.60000000000002,305,0,1172776,1,"centre","c"
"5",32,7.5,30.5,162,313,1172946,2,"centre","c"
"5",32,4.5,-9,788,489,1173748,3,"centre","c"
"5",32,56.6,-9.20000000000005,206,1300,1173977,4,"centre","c"
"5",32,-58,57.1,197,1529,1174197,5,"centre","c"
"5",33,22.1,-8.29999999999995,271,0,1178479,1,"centre","c"
"5",33,20.2,-7.89999999999998,1153,438,1179799,2,"centre","c"
"5",33,111.6,-20.7,355,1613,1180176,3,"blank","0"
"5",34,13.8,2.20000000000005,544,0,1186236,1,"centre","c"
"5",34,24.2,-8.20000000000005,689,555,1186936,2,"centre","c"
"5",34,-76.8,-130.4,186,1278,1187156,3,"blank","0"
"5",34,18.2,16.3,597,1502,1187791,4,"centre","c"
"5",35,23.2,2.29999999999995,2097,0,1192804,1,"centre","c"
"5",36,11.6,-0.299999999999955,52,0,1196228,1,"-","c"
"5",36,24.1,3.10000000000002,1199,61,1197436,2,"-","c"
"5",36,115.9,16.5,183,1286,1197645,3,"-","0"
"5",36,-57.1,-33.4,642,1496,1198314,4,"-","c"
"5",36,-1.10000000000002,-10.1,323,2155,1198654,5,"-","c"
"5",36,-69.6,-21.6,286,2501,1198963,6,"-","c"
"5",37,18.6,11.8,204,0,1201796,1,"centre","c"
"5",37,38.1,32.7,204,382,1202178,2,"centre","c"
"5",37,13.6,10.5,1391,605,1203588,3,"centre","c"
"5",38,13.3,-1.89999999999998,291,0,1207765,1,"centre","c"
"5",38,1.70000000000005,23.6,224,306,1208004,2,"centre","c"
"5",38,20.1,100.3,160,552,1208186,3,"blank","0"
"5",38,9.10000000000002,6,1012,739,1209225,4,"centre","c"
"5",38,213.9,-104.8,129,1782,1209385,5,"target","1"
"5",39,0.799999999999955,-17.6,47,0,1214690,1,"centre","c"
"5",39,7,-2.79999999999995,138,459,1215240,2,"centre","c"
"5",39,11.3,-2.29999999999995,646,611,1215900,3,"centre","c"
"5",39,-78.1,-88.6,223,1282,1216148,4,"blank","0"
"5",39,-64.8,54.8,541,1534,1216718,5,"centre","c"
"5",40,7.10000000000002,-1.70000000000005,1219,0,1221446,1,"centre","c"
"5",40,228,-98.7,144,1252,1221623,2,"target","1"
"5",40,21.2,16.1,336,1426,1221989,3,"centre","c"
"5",40,-36,37,390,1781,1222398,4,"centre","c"
"5",40,-98.3,58.5,261,2189,1222677,5,"blank","0"
"5",41,7.10000000000002,-17.9,1034,0,1228228,1,"centre","c"
"5",41,-23.7,-12.3,718,1046,1228958,2,"centre","c"
"5",42,19.6,8.29999999999995,299,0,1233594,1,"centre","c"
"5",42,-13.6,11.9,147,311,1233753,2,"centre","c"
"5",42,5.79999999999995,2.70000000000005,856,467,1234618,3,"centre","c"
"5",42,-66.6,-44.3,309,1337,1234941,4,"centre","c"
"5",42,-118.4,-53.1,278,1661,1235234,5,"blank","0"
"5",42,-48.8,-48.4,275,1955,1235525,6,"centre","c"
"5",43,-3,-36.5,1845,0,1241923,1,"centre","c"
"5",43,-30.4,-117.2,359,1877,1242314,2,"blank","0"
"5",44,-2.60000000000002,3.20000000000005,993,0,1246515,1,"centre","c"
"5",44,-2.79999999999995,0.100000000000023,280,1003,1246805,2,"centre","c"
"5",44,-127.9,-30.1,263,1313,1247098,3,"blank","0"
"5",44,69.5999999999999,50.1,248,1603,1247373,4,"centre","c"
"5",44,-174,-46.2,274,1900,1247696,5,"blank","d4"
"5",45,0.299999999999955,15.1,336,0,1255316,1,"centre","c"
"5",45,-2.29999999999995,47.1,176,354,1255510,2,"centre","c"
"5",45,6.89999999999998,15.6,781,543,1256304,3,"centre","c"
"5",45,-155.9,40.9,244,1350,1256574,4,"blank","0"
"5",45,1,19,442,1618,1257040,5,"centre","c"
"5",46,2.89999999999998,-25.1,1239,0,1262587,1,"centre","c"
"5",46,112.1,-144.9,183,1277,1262808,2,"distracter","d6"
"5",46,-9.39999999999998,0.700000000000045,587,1485,1263420,3,"centre","c"
"5",47,8.79999999999995,-33.9,283,0,1269497,1,"centre","c"
"5",47,17.7,-14,735,521,1270470,2,"centre","c"
"5",47,-100.4,-141.8,308,1289,1270811,3,"distracter","d5"
"5",47,47.4,-85.4,461,1620,1271295,4,"centre","c"
"5",48,12,-2.5,1241,0,1277840,1,"centre","c"
"5",48,32.9,138.1,460,1276,1278335,2,"blank","0"
"5",48,-17,-84.6,624,1777,1279000,3,"centre","c"
"5",49,31.1,-69.1,218,0,1284470,1,"centre","c"
"5",49,18.6,-0.5,1037,235,1285524,2,"centre","c"
"5",49,121.2,-173,158,1308,1285718,3,"distracter","d6"
"5",49,12.4,-140,25,1487,1285764,4,"blank","0"
"5",49,-25.1,-68.3,239,1526,1286017,5,"centre","c"
"5",50,20.1,-2.79999999999995,332,0,1290351,1,"centre","c"
"5",50,23.9,25.8,965,342,1291326,2,"centre","c"
"5",50,14.8,-47.8,110,1329,1291458,3,"centre","c"
"5",50,-12.7,-10.7,500,1460,1291979,4,"centre","c"
"5",51,6.60000000000002,-7.20000000000005,1255,0,1469923,1,"-","c"
"5",51,7.89999999999998,209.5,262,1295,1470225,2,"-","3"
"5",51,14.1,243.2,954,1566,1471188,3,"-","3"
"5",52,14.5,-7.10000000000002,1451,0,1476353,1,"centre","c"
"5",52,95.7,-60.8,396,1476,1476774,2,"blank","0"
"5",53,11.8,0.799999999999955,1226,0,1481361,1,"centre","c"
"5",53,213.1,-55.9,123,1258,1481516,2,"blank","d1"
"5",53,0.799999999999955,41.3,590,1424,1482149,3,"centre","c"
"5",54,6.10000000000002,5.60000000000002,2078,0,1487981,1,"centre","c"
"5",55,6.79999999999995,3.70000000000005,1276,0,1493946,1,"centre","c"
"5",55,-167.8,-33.8,206,1307,1494183,2,"blank","d4"
"5",55,-68.5,46.3,630,1536,1494836,3,"centre","c"
"5",56,10.4,-1.5,520,0,1499074,1,"centre","c"
"5",56,-106.7,113.3,223,555,1499332,2,"blank","0"
"5",56,13.8,25,480,807,1499841,3,"centre","c"
"5",56,15.5,-143.8,205,1320,1500079,4,"blank","0"
"5",56,0.100000000000023,-14.7,195,1570,1500319,5,"centre","c"
"5",56,59.2,69.8,567,1788,1500909,6,"centre","c"
"5",57,17,-1.79999999999995,1250,0,1508604,1,"centre","c"
"5",57,-75.2,90.7,524,1275,1509153,2,"blank","0"
"5",58,17,-4.20000000000005,1256,0,1513883,1,"centre","c"
"5",58,-6.20000000000005,-93.3,635,1280,1514542,2,"centre","c"
"5",58,3.20000000000005,-167.6,166,1936,1514729,3,"target","6"
"5",58,46.2,162.1,362,2148,1515137,4,"blank","0"
"5",59,7.10000000000002,-0.899999999999977,1252,0,1521509,1,"centre","c"
"5",59,202.4,-62.7,133,1284,1521674,2,"target","1"
"5",59,-28.2,91.3,625,1455,1522337,3,"centre","c"
"5",60,20.9,-0.399999999999977,1315,0,1528971,1,"centre","c"
"5",60,70.5,-25.8,170,1335,1529161,2,"centre","c"
"5",60,-101.6,159.1,326,1551,1529533,3,"distracter","d3"
"5",61,8.5,0.200000000000045,1365,0,1535890,1,"centre","c"
"5",61,24,4.60000000000002,166,1387,1536078,2,"centre","c"
"5",61,-107.4,-145.1,442,1592,1536559,3,"distracter","d5"
"5",62,6.20000000000005,2.29999999999995,1242,0,1542184,1,"centre","c"
"5",62,222.6,98.5,980,1274,1543196,2,"target","2"
"5",63,4.39999999999998,6.79999999999995,1845,0,1549338,1,"centre","c"
"5",64,-1,4.20000000000005,339,0,1555020,1,"centre","c"
"5",64,-64.8,65.4,166,362,1555209,2,"centre","c"
"5",64,-0.399999999999977,10.5,710,556,1555947,3,"centre","c"
"5",64,-186.6,-2.79999999999995,196,1298,1556175,4,"distracter","d4"
"5",64,-185.2,-75,193,1534,1556408,5,"blank","5"
"5",64,27.5,58.6,315,1754,1556750,6,"centre","c"
"5",65,5.89999999999998,2.79999999999995,1607,0,1562883,1,"centre","c"
"5",66,20.5,-6.79999999999995,1241,0,1570069,1,"centre","c"
"5",66,50,174.9,200,1275,1570303,2,"distracter","d2"
"5",66,-71.3,-189.2,20,1530,1570378,3,"blank","d5"
"5",67,3.89999999999998,7.89999999999998,1349,0,1576143,1,"centre","c"
"5",67,-90.5,-0.100000000000023,32,1368,1576194,2,"centre","c"
"5",67,-56.6,13.8,407,1408,1576609,3,"centre","c"
"5",68,-30.7,1.60000000000002,1954,0,1583050,1,"centre","c"
"5",69,8.29999999999995,-9.10000000000002,264,0,1586628,1,"centre","c"
"5",69,15.3,81.5,181,292,1586837,2,"centre","c"
"5",69,16.2,12.1,832,491,1587687,3,"centre","c"
"5",69,-8.10000000000002,16,260,1331,1587955,4,"centre","c"
"5",70,10.4,8.60000000000002,1955,0,1594669,1,"centre","c"
"5",71,8.60000000000002,6.39999999999998,1234,0,1600832,1,"centre","c"
"5",71,241.2,-7,150,1265,1601013,2,"distracter","d1"
"5",71,31.7,7,990,1443,1602031,3,"centre","c"
"5",72,31.7,2.70000000000005,208,0,1605606,1,"centre","c"
"5",72,51.8,44.9,162,451,1606011,2,"centre","c"
"5",72,21.2,50.4,183,624,1606205,3,"centre","c"
"5",72,35.1,160.9,176,829,1606403,4,"blank","0"
"5",72,42.5,29.6,337,1035,1606770,5,"centre","c"
"5",72,-20.7,3.29999999999995,701,1388,1607487,6,"centre","c"
"5",73,16,10.8,1333,0,1613182,1,"centre","c"
"5",73,-70.8,30.7,309,1354,1613512,2,"centre","c"
"5",73,-17.6,48.5,387,1679,1613915,3,"centre","c"
"5",74,10.4,3.60000000000002,318,0,1619235,1,"centre","c"
"5",74,-5,-2.5,940,329,1620186,2,"centre","c"
"5",74,-8.10000000000002,193.1,580,1294,1620791,3,"target","3"
"5",75,8,11.2,1801,0,1627685,1,"centre","c"
"5",76,-3.39999999999998,16,1270,0,1633754,1,"centre","c"
"5",76,-148.9,-57.7,323,1308,1634115,2,"blank","0"
"5",76,81.7,-9.39999999999998,276,1660,1634420,3,"centre","c"
"5",77,14.3,11.6,1423,0,1640860,1,"centre","c"
"5",77,-7.29999999999995,-14.8,664,1439,1641540,2,"centre","c"
"5",78,18.9,8.39999999999998,1300,0,1646706,1,"centre","c"
"5",78,-49.3,46.6,846,1321,1647573,2,"centre","c"
"5",79,16,6.29999999999995,1260,0,1652378,1,"centre","c"
"5",79,-60,-35.7,639,1283,1653040,2,"centre","c"
"5",80,19.3,7.89999999999998,1267,0,1658070,1,"centre","c"
"5",80,18,246.8,355,1319,1658477,2,"target","3"
"5",80,110.6,-120.7,375,1732,1658910,3,"blank","0"
"5",81,1.70000000000005,14.7,962,0,1664249,1,"centre","c"
"5",81,-6.20000000000005,86.5,241,987,1664515,2,"centre","c"
"5",81,223.6,-142.1,148,1268,1664703,3,"target","1"
"5",81,-11,59.8,988,1461,1665736,4,"centre","c"
"5",82,14.3,7.60000000000002,801,0,1670938,1,"centre","c"
"5",82,19,0.700000000000045,502,809,1671448,2,"centre","c"
"5",82,-149.5,18.1,140,1336,1671613,3,"blank","0"
"5",82,-56.8,-32,296,1563,1671996,4,"centre","c"
"5",83,20.4,6.89999999999998,1409,0,1677548,1,"centre","c"
"5",83,137.8,21.2,156,1448,1677743,2,"blank","0"
"5",83,213.9,22.2,76,1625,1677840,3,"distracter","d1"
"5",83,35.9,34.9,230,1731,1678100,4,"centre","c"
"5",84,30.2,-0.5,360,0,1682966,1,"centre","c"
"5",84,28.6,4.70000000000005,834,566,1684006,2,"centre","c"
"5",84,-54.8,5.79999999999995,531,1419,1684556,3,"centre","c"
"5",85,12.5,0.600000000000023,1682,0,1690408,1,"centre","c"
"5",85,-166.8,-61.3,241,1722,1690689,2,"target","5"
"5",86,22.7,1,1394,0,1695600,1,"centre","c"
"5",86,-31.6,-32.3,229,1409,1695844,2,"centre","c"
"5",86,106.6,89,198,1665,1696069,3,"blank","0"
"5",87,1.70000000000005,4,1350,0,1701225,1,"centre","c"
"5",87,-56.3,7.10000000000002,622,1370,1701867,2,"centre","c"
"5",88,13.3,0.799999999999955,1426,0,1707335,1,"centre","c"
"5",88,14.8,-125.2,200,1462,1707571,2,"blank","0"
"5",88,-38.2,-10.2,788,1690,1708387,3,"centre","c"
"5",89,19.6,-5,288,0,1712597,1,"centre","c"
"5",89,-10.5,37.4,168,309,1712786,2,"centre","c"
"5",89,16.5,2.20000000000005,774,490,1713573,3,"centre","c"
"5",89,91.5999999999999,56.8,79,1288,1713676,4,"blank","0"
"5",89,-28,20.1,660,1406,1714375,5,"centre","c"
"5",90,14.7,4.29999999999995,1271,0,1720064,1,"centre","c"
"5",90,-83.7,-15.8,785,1302,1720880,2,"centre","c"
"5",91,21.2,1.20000000000005,1263,0,1725190,1,"centre","c"
"5",91,-156,87,207,1304,1725438,2,"target","4"
"5",91,36.3,-27,754,1540,1726221,3,"centre","c"
"5",92,15.3,4.70000000000005,1300,0,1731144,1,"centre","c"
"5",92,-113.7,25.1,529,1326,1731699,2,"blank","0"
"5",93,0.899999999999977,0.899999999999977,2828,0,1739339,1,"centre","c"
"5",94,-6.70000000000005,4.79999999999995,1309,0,1745187,1,"centre","c"
"5",94,-177,46.4,144,1348,1745370,2,"distracter","d4"
"5",94,-206.6,80.8,213,1508,1745599,3,"target","4"
"5",95,32,-121.8,258,0,1750174,1,"blank","0"
"5",95,29,-28.6,530,271,1750717,2,"centre","c"
"5",95,13.4,-22.5,740,810,1751466,3,"centre","c"
