observer,trial,x,y,dur,onset,offset,n
1_1,145,959.2,561.4,1848,0,1648391,1
1_1,146,933.1,558.9,2122,0,1657096,1
1_1,147,919.5,546.8,2412,0,1663436,1
1_1,148,937.5,526.2,1937,0,1672412,1
1_1,149,933.5,564.1,2141,0,1679468,1
1_1,150,947.5,532.5,2304,0,1685562,1
1_1,151,948,552.2,2351,0,1722134,1
1_1,152,934,562.4,2240,0,1730771,1
1_1,153,958,562.8,1733,0,1736864,1
1_1,154,918.3,533.4,1948,0,1744730,1
1_1,155,912.1,545.6,1911,0,1751411,1
1_1,156,919.7,553.6,1826,0,1757276,1
1_1,157,927.2,548.8,1865,0,1767500,1
1_1,158,933.3,544.9,1904,0,1772689,1
1_1,159,922.1,535.5,1267,0,1779353,1
1_1,159,717.2,437.9,476,1299,1779861,2
1_1,160,936.9,543.7,1354,0,1786775,1
1_1,160,729.6,661.6,508,1392,1787321,2
1_1,161,933.2,539.5,1335,0,1798310,1
1_1,161,1190.4,625.7,134,1376,1798485,2
1_1,162,927.1,552.6,1314,0,1805885,1
1_1,162,959.8,325.5,450,1352,1806373,2
1_1,163,946.6,547.4,1288,0,1810964,1
1_1,163,960,744.8,174,1322,1811172,2
1_1,163,931.1,776.7,287,1509,1811472,3
1_1,164,960.4,537.9,29,0,1814456,1
1_1,164,921.2,530,1202,39,1815668,2
1_1,164,1173,620.7,619,1282,1816328,3
1_1,165,928.3,539.9,1286,0,1820293,1
1_1,165,1173.3,451.2,515,1325,1820847,2
1_1,166,948.7,539.4,1358,0,1827319,1
1_1,166,1164.4,444.4,480,1394,1827835,2
1_1,167,905.3,536.1,1416,0,1833792,1
1_1,167,730.2,470.4,299,1442,1834117,2
1_1,168,930.9,555.9,1315,0,1841075,1
1_1,168,947.9,328.6,518,1352,1841630,2
1_1,169,912.4,519.3,406,0,1850232,1
1_1,169,940.6,310.1,807,444,1851077,2
1_1,169,926.1,521.9,118,1288,1851232,3
1_1,169,707.8,641,641,1443,1851910,4
1_1,170,918.2,553.3,1345,0,1857955,1
1_1,170,716.3,441.2,668,1378,1858656,2
1_1,171,932.6,544.5,1365,0,1865160,1
1_1,171,739.5,653.8,403,1391,1865589,2
1_1,172,936.7,563.7,1315,0,1873693,1
1_1,172,943.5,332.7,509,1351,1874238,2
1_1,173,913.5,541.2,1440,0,1879203,1
1_1,173,723.1,469.6,332,1469,1879564,2
1_1,174,924.4,550.8,1495,0,1884711,1
1_1,174,973.8,696.9,445,1527,1885188,2
1_1,175,935.8,578.1,1736,0,1890499,1
1_1,176,923.9,563,1304,0,1896101,1
1_1,176,974.9,684.2,545,1328,1896670,2
1_1,177,915.1,553.7,1489,0,1901888,1
1_1,178,930.5,546.7,1738,0,1907670,1
1_1,179,923.7,549.9,340,0,1914623,1
1_1,179,958.3,350.5,461,378,1915122,2
1_1,179,917.6,581.3,449,876,1915608,3
1_1,179,746.8,471.1,630,1357,1916270,4
1_1,180,932.4,560.8,1397,0,1923247,1
1_1,180,1185.2,474.5,477,1439,1923766,2
1_1,181,950.9,569.4,1376,0,1934563,1
1_1,181,1171,440.3,527,1421,1935135,2
1_1,182,940.7,563,1914,0,1942116,1
1_1,183,921.5,555.6,1366,0,1947226,1
1_1,183,1164.8,641.8,798,1404,1948062,2
1_1,184,934.3,568.8,1433,0,1953836,1
1_1,184,967.7,332.4,388,1474,1954265,2
1_1,185,947.8,548.1,2031,0,1962873,1
1_1,186,954.3,557.6,1843,0,1971697,1
1_1,187,975.2,565.5,2019,0,1977690,1
1_1,188,958.1,593.6,1650,0,1982459,1
1_1,189,932.9,545.8,1849,0,1991740,1
1_1,190,932.7,565.4,1275,0,1995850,1
1_1,190,976.6,699.7,472,1305,1996352,2
1_1,191,936.1,548,1268,0,2000943,1
1_1,191,1159.4,615.1,442,1317,2001434,2
1_1,192,958.6,537.3,757,0,2006615,1
1_1,192,929.1,537.2,1277,765,2007900,2
1_1,193,945.8,530.1,2384,0,2014310,1
1_1,194,933.5,547.3,2609,0,2019673,1
1_1,195,935.7,538,2075,0,2025589,1
1_1,196,940.6,560.1,2363,0,2034341,1
1_1,197,938.3,554.9,1445,0,2039223,1
1_1,197,943,366.7,607,1481,2039866,2
1_1,198,910.3,563.3,2231,0,2051460,1
1_1,199,918.4,537,1338,0,2056001,1
1_1,199,727.9,448.8,334,1370,2056367,2
1_1,200,937.7,556.2,2513,0,2062444,1
1_1,201,934.5,539.6,1340,0,2079972,1
1_1,201,733.5,447.7,542,1377,2080551,2
1_1,202,960.7,545.9,1399,0,2086116,1
1_1,202,1173.8,453.3,515,1436,2086668,2
1_1,203,944,545.2,1366,0,2092038,1
1_1,203,969.6,329.8,644,1405,2092721,2
1_1,204,971.7,559,1593,0,2099396,1
1_1,204,938.4,651.6,849,1615,2100267,2
1_1,205,970.4,569,1804,0,2108005,1
1_1,206,958.2,540.3,2110,0,2115062,1
1_1,207,940.6,545.4,2088,0,2127476,1
1_1,208,953.8,545.4,1827,0,2132597,1
1_1,209,925.9,563.5,390,0,2137229,1
1_1,209,956.2,557.3,918,401,2138158,2
1_1,209,1199.7,455.5,515,1359,2138713,3
1_1,210,938.5,561.9,1297,0,2144206,1
1_1,210,1178.3,638.9,636,1338,2144883,2
1_1,211,944.3,568.8,1939,0,2150383,1
1_1,213,936.4,562.9,259,0,2167683,1
1_1,213,962.3,553,1104,268,2168796,2
1_1,213,717.4,660.9,524,1411,2169359,3
1_1,214,943.5,548.7,1320,0,2173981,1
1_1,214,1166.3,595.6,378,1363,2174402,2
1_1,215,954.7,545.5,1550,0,2180359,1
1_1,215,997.1,727,526,1577,2180912,2
1_1,216,957.1,569.5,1357,0,2187049,1
1_1,216,968.2,345.5,392,1395,2187479,2
1_1,217,930.7,559,1366,0,2193027,1
1_1,217,978.3,723.4,452,1400,2193513,2
1_1,218,942,568,1367,0,2198511,1
1_1,218,951.4,351.8,412,1407,2198963,2
1_1,219,924.2,525.9,1423,0,2211652,1
1_1,219,937.6,681.9,473,1454,2212156,2
1_1,220,912.2,549.3,505,0,2216887,1
1_1,220,949.9,536,1956,519,2218857,2
1_1,221,938.3,558.2,1502,0,2224049,1
1_1,221,937.1,699.3,363,1525,2224435,2
1_1,222,927.3,524.3,1310,0,2232224,1
1_1,222,746.9,634.1,474,1342,2232730,2
1_1,223,961.3,548.2,1373,0,2238091,1
1_1,223,956.2,343.4,219,1403,2238340,2
1_1,223,947.9,311.7,511,1637,2238866,3
1_1,224,933.5,540.7,2394,0,2245628,1
1_1,225,929.7,545.8,1948,0,2251714,1
1_1,226,910.9,531.1,289,0,2255676,1
1_1,226,926.1,540.9,1674,297,2257358,2
1_1,227,933.6,554.1,1828,0,2263136,1
1_1,228,913.3,540.9,2284,0,2272986,1
1_1,229,911.2,529.3,1406,0,2284395,1
1_1,229,1133.4,450.4,143,1444,2284576,2
1_1,229,1156.2,432.5,470,1600,2285059,3
1_1,230,926.7,540.9,1904,0,2290943,1
1_1,231,945.2,519.2,2014,0,2312924,1
1_1,232,955.4,548.5,1411,0,2318500,1
1_1,232,743.2,459.1,373,1443,2318905,2
1_1,233,955.8,560.8,1265,0,2323172,1
1_1,233,1183.7,464.7,552,1302,2323761,2
1_1,234,957.1,526.5,1308,0,2327666,1
1_1,234,718,451.1,637,1345,2328340,2
1_1,235,959.4,555.7,1332,0,2333356,1
1_1,235,1214.8,456,535,1376,2333935,2
1_1,236,946,572.6,429,0,2337204,1
1_1,236,986.5,556.7,871,443,2338089,2
1_1,236,1197.8,645.3,1427,1353,2339555,3
1_1,237,975.8,582.1,1287,0,2343584,1
1_1,237,1068.4,499.4,157,1310,2343764,2
1_1,237,961.7,777.2,605,1512,2344414,3
1_1,238,960.9,575.2,1313,0,2349351,1
1_1,238,742,474.5,430,1347,2349815,2
1_1,239,947.3,554.1,1247,0,2354674,1
1_1,239,1158.9,619.4,520,1285,2355232,2
1_1,240,962.3,550.3,1351,0,2359944,1
1_1,240,746.7,637.2,495,1384,2360472,2
1_1,241,959.4,545,1324,0,2365452,1
1_1,241,1202.3,441.5,551,1363,2366042,2
1_1,242,960.8,553.9,1420,0,2371714,1
1_1,242,975.2,363.1,47,1451,2371792,2
1_1,242,972.4,326.9,364,1506,2372164,3
1_1,243,961.2,547.4,1400,0,2376345,1
1_1,243,761,450.7,627,1435,2377007,2
1_1,244,968.9,542.1,1313,0,2381575,1
1_1,244,758.4,639.3,607,1350,2382219,2
1_1,245,947.6,554.3,1293,0,2388606,1
1_1,245,993,699,430,1319,2389062,2
1_1,246,948.8,532.1,2147,0,2396194,1
1_1,247,941.6,540.7,1397,0,2402845,1
1_1,247,1094.8,490.2,403,1429,2403280,2
1_1,248,936.7,560.3,366,0,2408315,1
1_1,248,973.2,549.1,904,377,2409230,2
1_1,248,809.6,397.1,113,1313,2409375,3
1_1,248,748.4,434,346,1448,2409743,4
1_1,249,904.3,515.3,2146,0,2424496,1
1_1,250,959.2,515.4,1417,0,2428855,1
1_1,250,1189.6,430.7,510,1455,2429403,2
1_1,251,939,549.5,2044,0,2443580,1
1_1,252,958.8,528.6,1861,0,2448363,1
1_1,253,955,561.5,1347,0,2454267,1
1_1,253,807.8,620.7,297,1372,2454589,2
1_1,253,788.5,595.9,188,1848,2454956,3
1_1,254,904.3,545.4,868,0,2462457,1
1_1,254,958.1,524.7,1009,1046,2463644,2
1_1,255,934.3,563.1,1227,0,2470766,1
1_1,255,1063.7,525.2,442,1466,2471447,2
1_1,256,941.2,535,1333,0,2475988,1
1_1,257,918.5,525.8,1331,0,2482071,1
1_1,257,1172.1,447.4,442,1371,2482553,2
1_1,258,931.9,507.2,1364,0,2487121,1
1_1,258,986.3,679.8,346,1398,2487501,2
1_1,259,950.8,543.4,1329,0,2492384,1
1_1,259,962.2,336.8,567,1365,2492987,2
1_1,260,945.1,483.5,299,0,2496109,1
1_1,260,973.8,350.4,960,331,2497101,2
1_1,260,1183.5,402,471,1328,2497609,3
1_1,261,935.6,549.7,1506,0,2502748,1
1_1,262,964.3,539.2,1442,0,2508018,1
1_1,263,930.9,538.9,767,0,2518476,1
1_1,263,979.2,499.1,251,969,2518929,2
1_1,263,1066.2,378.6,573,1249,2519531,3
1_1,264,932.5,554.4,1212,0,2525922,1
1_1,264,964.3,574.6,855,1475,2527040,2
1_1,265,940.3,547.5,2248,0,2531808,1
1_1,266,933.7,534.2,1692,0,2536219,1
1_1,267,951.2,562.6,1782,0,2543344,1
1_1,268,920.9,521.6,1351,0,2548151,1
1_1,268,1133.6,440.8,601,1390,2548791,2
1_1,269,940.7,516.7,97,0,2554561,1
1_1,269,995.9,487.7,445,343,2555252,2
1_1,269,953.4,522.5,648,805,2555917,3
1_1,269,745.9,451.2,550,1484,2556498,4
1_1,270,928.1,537,1548,0,2562095,1
1_1,271,931.3,531.8,1561,0,2571126,1
1_1,272,923.4,537.2,1692,0,2579221,1
1_1,273,941.5,545.8,1670,0,2587120,1
1_1,274,924.3,541.6,1709,0,2591876,1
1_1,275,913.4,552.1,2036,0,2596656,1
1_1,276,935,560.5,390,0,2603125,1
1_1,276,960.5,549.3,884,399,2604018,2
1_1,276,988.4,539.9,614,1565,2604914,3
1_1,277,922.3,568.1,1862,0,2609597,1
1_1,278,929.2,572.9,282,0,2614431,1
1_1,278,946.4,562,1417,290,2615856,2
1_1,279,923.9,566.8,318,0,2620354,1
1_1,279,956.5,559.1,1522,328,2621886,2
1_1,280,913.6,546.2,1808,0,2630711,1
1_1,281,951.7,560.8,1703,0,2635791,1
1_1,282,919,543.9,377,0,2639666,1
1_1,282,966.6,513,1429,395,2641113,2
1_1,283,929.2,559,2393,0,2655370,1
1_1,284,935,550.6,1828,0,2660719,1
1_1,285,930.7,549.5,1978,0,2665901,1
1_1,286,960,556.6,1720,0,2671547,1
1_1,287,957.9,533.1,2254,0,2677911,1
1_1,288,938,540.6,2252,0,2684578,1
1_1,289,941.4,548.9,1878,0,2689837,1
1_1,290,910,540.7,1808,0,2698036,1
1_1,291,913.2,545.2,1617,0,2703926,1
1_1,292,950.4,531.8,1965,0,2709859,1
1_1,293,933,539.5,1984,0,2728000,1
1_1,294,935.6,549.6,1418,0,2733016,1
1_1,294,792,488.4,32,1443,2733073,2
1_1,295,914.6,542.5,1256,0,2738825,1
1_1,295,1170.3,549.6,67,1293,2738929,2
1_1,295,1164.5,471.9,56,1382,2739007,3
1_1,295,1138.3,431.4,430,1454,2739453,4
1_1,296,945.4,542.2,389,0,2744571,1
1_1,296,924.2,544.5,906,397,2745485,2
1_1,296,944.4,314.8,463,1339,2745984,3
1_1,297,935.5,528.5,1295,0,2757128,1
1_1,297,704.3,627.4,388,1333,2757554,2
1_1,298,942.7,524.1,1364,0,2763465,1
1_1,298,706.7,430.3,443,1405,2763949,2
1_1,299,932.4,531.8,1296,0,2770631,1
1_1,299,697,453,570,1334,2771239,2
1_1,300,923.1,493,1269,0,2776420,1
1_1,300,932.8,325.7,540,1300,2776991,2
1_1,301,922.5,531.8,1353,0,2786939,1
1_1,301,965.9,645,481,1383,2787450,2
1_1,302,889,481.2,308,0,2791094,1
1_1,302,954,422.2,1001,330,2792117,2
1_1,302,735.5,421.1,492,1368,2792646,3
1_1,303,929.1,544.5,1248,0,2797052,1
1_1,303,726.7,653.9,741,1284,2797829,2
1_1,304,935.8,535.9,1255,0,2802825,1
1_1,304,816.9,376.1,115,1292,2802977,2
1_1,304,1186.2,426.8,441,1452,2803463,3
1_1,305,911.8,554.9,330,0,2813753,1
1_1,305,947.7,548.8,949,341,2814713,2
1_1,305,1185.3,651.4,161,1331,2814915,3
1_1,305,1157.1,674.1,620,1503,2815546,4
1_1,306,914.7,534.7,1295,0,2821217,1
1_1,306,1045.3,674.1,107,1329,2821358,2
1_1,306,908.1,769.2,377,1465,2821764,3
1_1,307,908.2,554,1280,0,2826485,1
1_1,307,706.9,656.2,441,1311,2826957,2
1_1,308,933.1,557.2,1300,0,2833024,1
1_1,308,1156.3,465.2,316,1337,2833377,2
1_1,309,924.9,561.6,1390,0,2842132,1
1_1,309,730.7,644.5,347,1427,2842516,2
1_1,310,941.3,538.7,1307,0,2848733,1
1_1,310,720.6,461.4,382,1340,2849148,2
1_1,311,896.5,525.9,1959,0,2856951,1
1_1,312,921.4,535.4,1206,0,2861532,1
1_1,312,782.1,345.3,106,1242,2861674,2
1_1,312,1195.7,408.2,480,1396,2862202,3
1_1,313,900.9,544.3,1280,0,2870125,1
1_1,313,1144.5,467.3,71,1321,2870237,2
1_1,313,1243.4,439.4,360,1415,2870620,3
1_1,314,940.7,533,1279,0,2874791,1
1_1,314,1157.4,608.8,440,1319,2875271,2
1_1,315,928.3,547.5,1264,0,2881860,1
1_1,315,1151.7,644.1,351,1304,2882251,2
1_1,316,932.4,534.3,398,0,2885578,1
1_1,316,1041.2,532,76,419,2885675,2
1_1,316,1130.7,559.7,753,519,2886452,3
1_1,316,1175.6,434.2,688,1297,2887165,4
1_1,317,947,544.1,1352,0,2895133,1
1_1,317,940.1,371.7,384,1387,2895552,2
1_1,318,936.6,477.9,1300,0,2900348,1
1_1,318,739.1,454.1,467,1334,2900849,2
1_1,319,936.1,529.6,1290,0,2906510,1
1_1,319,1135,613,423,1325,2906968,2
1_1,320,908.3,518,772,0,2912454,1
1_1,320,936.9,505.8,393,957,2913032,2
1_1,320,1155.3,618.4,609,1379,2913670,3
1_1,321,917.6,520.8,350,0,2926351,1
1_1,321,953.6,341.7,885,382,2927268,2
1_1,321,1136.3,578.7,723,1309,2928033,3
1_1,322,943.6,524.4,1339,0,2932657,1
1_1,322,1161.5,642,399,1377,2933094,2
1_1,323,930.7,538.9,1997,0,2937981,1
1_1,324,917.2,556.1,1565,0,2942501,1
1_1,325,948.2,543.7,1837,0,2948080,1
1_1,326,918,552.8,355,0,2953724,1
1_1,326,956.7,540.6,1172,364,2954905,2
1_1,327,896,547.5,341,0,2958811,1
1_1,327,1064.7,576.3,1465,376,2960311,2
1_1,329,950.2,520.2,1400,0,2972021,1
